"","Comp 1","Comp 2","Comp 3","Comp 4","Comp 5","Comp 6","Comp 7","Comp 8"
"Cer d41:2",-0.028284,-0.015029,-0.02887,0.01894,-0.039082,0.052992,-0.022874,0.0031604
"Cer d42:0",0.021634,-0.070287,-0.014956,0.10481,-0.019628,0.010733,-0.060919,0.027738
"Cer d42:1",-0.024611,-0.076418,-0.0010369,0.086728,-0.031963,0.059284,-0.015967,0.013389
"Cer d42:2 Isomer A",-0.056915,-0.064583,0.026371,0.068156,-0.026787,0.051099,-0.05653,0.043114
"Cer d42:3",-0.05465,-0.071394,-0.005663,0.048738,-0.00492,0.07046,-0.078267,0.054798
"Cer d43:1",-0.0035758,-0.033979,-0.0093049,0.022042,-0.044197,0.029856,-0.043312,0.025777
"Cer d43:2",-0.024331,0.028594,-0.033949,0.012994,-0.000087059,0.037975,-0.0045822,-0.045871
"Cer d44:1",-0.01275,-0.021404,0.011742,0.010693,-0.020704,0.063405,-0.042955,0.023535
"Cer d44:2",-0.027325,0.062926,0.0095666,-0.00068399,0.0058178,0.002245,0.023008,0.004272
"Cer d46:1",-0.038158,0.056715,-0.020663,-0.014854,-0.023865,0.02277,-0.063622,0.035464
"Cer d46:2",-0.037708,0.07336,-0.021759,0.0078662,-0.006759,-0.017556,0.025476,0.040385
"Cer-NDS d39:0",-0.0060234,-0.0028819,-0.027426,-0.013506,-0.019132,0.02668,-0.011289,-0.12254
"Cer-NDS d40:0",0.004782,-0.030404,-0.029019,0.10484,-0.01326,-0.024619,-0.017717,-0.029607
"Cer-NDS d41:0",-0.026467,0.021399,-0.028049,0.070498,-0.050879,0.0087045,-0.06052,0.0038956
"Cer-NDS d43:0",-0.031991,0.053239,-0.040337,0.035755,-0.00041172,0.018526,-0.017843,-0.025997
"Cer-NP t42:0",0.036016,-0.066408,0.037712,0.00089217,-0.010883,0.058438,-0.0032419,-0.0073197
"Cholesterol",-0.013598,0.023231,0.030374,0.0025469,-0.040285,0.0085933,-0.038568,-0.0087894
"cholesterol 3-sulfate",-0.0063287,0.031899,0.016717,-0.041055,-0.0017287,0.007726,0.0011,-0.029453
"cis-13-docosenoic acid",0.00025617,0.042055,-0.016948,-0.019945,0.039056,0.051332,-0.1019,-0.052747
"DG 18:1_18:2",0.10197,-0.033501,-0.017068,0.05137,0.017254,-0.034915,-0.02824,0.087161
"DG 34:1",0.053918,-0.031756,-0.025684,0.062535,0.01894,-0.021796,0.070985,-0.0074137
"docosanamide",0.013287,0.018349,0.061747,0.023546,-0.038806,0.0085273,0.0035688,0.0047323
"FA 14:0 (myristic acid)",0.024364,0.037819,-0.052919,0.018472,-0.019947,0.083064,-0.0089272,-0.085362
"FA 14:1 (physeteric acid)",0.042527,0.010392,-0.050998,-0.049691,0.087395,0.10121,-0.042462,-0.093172
"FA 15:0 (pentadecylic acid)",-0.003155,0.05239,-0.05213,-0.028929,-0.023178,0.080481,-0.050259,-0.029394
"FA 15:1",0.033058,0.064958,-0.050827,-0.07906,0.041668,0.083382,-0.028359,-0.0040532
"FA 16:1 (palmitoleic acid)",0.032118,0.021692,-0.05408,-0.027125,0.020578,0.087622,-0.077688,-0.014737
"FA 17:0 (margaric acid)",-0.036362,0.010795,-0.032469,0.010631,-0.017007,0.052311,-0.015394,-0.052516
"FA 18:1 (oleic acid)",0.0052516,0.005571,-0.034943,0.066685,-0.022186,0.11154,-0.10513,-0.026524
"FA 18:2 (linoleic acid)",-0.042975,0.095316,-0.094867,0.041426,-0.0047467,0.12592,-0.11964,0.046702
"FA 18:3 (linolenic acid)",0.004871,0.074105,-0.068501,0.034256,0.022821,0.12598,-0.11663,0.067508
"FA 19:1",0.00038934,0.02983,-0.059068,0.0092305,0.0015434,0.09557,-0.086617,-0.035282
"FA 20:2 (eicosadienoic acid)",-0.036988,0.03788,-0.079301,0.0054352,0.043289,0.084255,-0.049667,-0.009272
"FA 20:3 (homo-gamma-linolenic acid)",-0.097724,0.11214,-0.11643,0.074308,-0.034099,0.034481,-0.011342,-0.00038483
"FA 20:4 (arachidonic acid)",-0.11099,0.15161,-0.12885,0.053543,-0.037209,0.063382,-0.056018,-0.0086572
"FA 20:5 (eicosapentaenoic acid)",-0.029991,0.17873,-0.039044,0.050939,-0.070315,-0.010711,-0.076035,0.012027
"FA 22:0 (behenic acid)",-0.007639,0.062106,-0.040185,-0.000055748,0.010193,0.07071,-0.074153,-0.026967
"FA 22:1 (erucic acid)",0.01843,0.011184,-0.012694,0.012461,-0.051346,0.0067268,-0.0020854,0.068035
"FA 22:2 (docosadienoic acid)",-0.023541,0.032295,-0.033934,-0.065551,0.02004,0.063822,-0.045553,0.026766
"FA 22:4",-0.099418,0.12154,-0.12668,0.059872,-0.025266,0.057957,-0.054016,-0.028414
"FA 22:6 (docosahexaenoic acid)",-0.066387,0.21016,-0.091606,0.020065,-0.057179,0.021107,-0.035686,0.034656
"FA 23:0",-0.015379,0.070194,-0.020432,-0.028026,-0.01548,0.057451,-0.042692,-0.013267
"FA 24:1 (nervonic acid)",-0.020912,0.04212,0.027809,0.022015,-0.052508,0.061275,-0.071309,0.039114
"FA 28:0 (montanic acid)",-0.0063768,0.068554,-0.028976,-0.042512,0.023902,0.058869,-0.042563,-0.0082287
"FA 30:0",0.0061935,0.037336,-0.023409,-0.05502,0.015918,0.10951,-0.0081629,0.015142
"FA 32:0",0.020485,-0.0217,-0.0070988,-0.067319,0.031976,0.071128,-0.0066703,0.029383
"FAHFA 18:0/20:2",-0.035579,0.082416,-0.026265,0.0037567,-0.014488,0.015003,-0.026411,-0.0042754
"FAHFA 38:4",-0.0064295,0.0030058,-0.043012,0.12355,-0.020209,0.13681,-0.13217,-0.014187
"GlcCer d34:1",-0.037384,-0.027141,0.0034264,-0.012073,-0.036868,0.022532,-0.049189,0.021261
"GlcCer d40:1",-0.0070515,-0.031645,0.035624,-0.075521,-0.023459,0.018786,-0.041787,0.020845
"GlcCer d41:1",-0.030925,-0.0066772,0.017981,-0.083359,-0.049446,-0.0021717,0.040937,-0.010105
"GlcCer d42:1",-0.018408,-0.018689,0.047032,-0.03133,-0.034685,-0.01792,0.014194,0.034341
"GlcCer d42:2",-0.013474,0.001405,0.042074,-0.079253,-0.014875,0.065175,-0.0027058,0.056623
"GlcCerd14:14E/20:02OH",-0.043363,-0.038792,0.04223,-0.026121,-0.03379,0.06458,-0.029467,0.01603
"Hex3Cer 18:1;2O/16:0",-0.041582,-0.00029003,0.04459,-0.048339,-0.044527,0.061863,-0.042047,0.033601
"HexCer 18:1;2O/24:0",0.014232,-0.030486,0.05628,-0.01613,-0.043551,-0.0041373,0.039344,-0.014947
"lactosylceramide d18:1/24:1 15Z",-0.041666,-0.067286,0.013864,0.011041,-0.0502,0.027768,-0.049673,0.042426
"LNAPE 18:2_N-19:0",-0.022579,-0.027267,0.05096,0.0059521,-0.0042414,-0.0090672,0.007282,0.024557
"LNAPE 18:2/N-20:0",0.0087303,-0.012826,0.019449,-0.027252,-0.0042303,0.039742,-0.056521,0.061343
"LPC 14:0",0.039593,-0.0024691,0.061218,0.032139,-0.11761,0.045008,0.026435,-0.070669
"LPC 15:0",0.017765,0.0091096,0.034661,0.0097765,-0.078851,0.088881,-0.021019,-0.040981
"LPC 16:0",0.019464,-0.016823,0.05191,-0.0097206,-0.13125,0.10983,-0.056552,0.022909
"LPC 16:1",0.02382,-0.020149,0.079659,-0.030577,-0.074875,0.096511,-0.026485,0.007956
"LPC 17:0",0.0046068,0.019167,0.019858,0.010807,-0.099487,0.11242,-0.065937,-0.014228
"LPC 18:0",0.0089669,-0.0048627,0.0069215,0.034025,-0.10303,0.083578,-0.08395,0.0098848
"LPC 18:1",0.020318,-0.000044863,0.054483,-0.025668,-0.074544,0.12242,-0.09042,0.00092217
"LPC 18:2",0.029999,0.027204,0.014272,-0.0515,-0.0024618,0.18535,-0.11397,0.021266
"LPC 20:0",-0.042496,0.005437,-0.023723,0.058636,-0.065051,0.068429,-0.094727,0.026825
"LPC 20:1",-0.025493,-0.017572,0.043037,-0.02266,-0.079202,0.074897,-0.048673,0.04097
"LPC 20:2",-0.0011609,0.052827,-0.014151,-0.014218,-0.066845,0.10603,-0.041764,0.023984
"LPC 20:3",0.021033,0.056194,-0.017322,-0.020496,0.011822,0.12191,-0.046155,-0.029965
"LPC 20:4",0.027176,0.11778,-0.048123,-0.087282,0.049959,0.16908,-0.11324,0.0084593
"LPC 20:5",0.050511,0.10896,0.017146,-0.052382,-0.025696,0.060954,-0.047984,-0.0028944
"LPC 22:6",0.041825,0.12468,-0.0029053,-0.12002,0.009063,0.087367,-0.039525,0.040216
"LPC 32:0",-0.028361,-0.048301,0.047745,-0.0046917,-0.014376,0.040098,-0.028975,0.043039
"LPC O-16:0",-0.044376,0.044781,-0.024651,0.0083836,-0.11245,0.11353,0.0013939,-0.020804
"LPC O-20:1",-0.045683,0.051425,-0.0010952,0.0044707,-0.019512,-0.015763,-0.058323,0.066445
