"","Comp. 1","Comp. 2","Comp. 3","Comp. 4","Comp. 5","Comp. 6","Comp. 7","Comp. 8"
"PC 31:0",0.53358,0.42224,0.48167,0.56758,0.55344,0.57939,0.57045,0.57511
"SM 30:2;2O (FA 14:0)",0.53339,0.47596,0.96379,0.88245,0.86679,0.84489,0.84289,0.83941
"PC 38:3",0.53298,0.76259,0.72947,0.66145,0.65926,0.64904,0.63709,0.63547
"Cer d40:0",0.51451,0.79477,0.76826,0.87719,0.87,0.86603,0.88477,0.8808
"TG 44:1",0.513,0.43656,1.1536,1.0982,1.1268,1.1053,1.0802,1.083
"PE O-18:1_16:0",0.51196,1.7492,1.4181,1.3756,1.3361,1.3675,1.3363,1.3293
"SM 32:0;3O",0.50965,0.37624,0.50153,0.52395,0.53058,0.5586,0.62891,0.63451
"SM d30:1",0.5081,0.67125,0.94105,0.88136,0.9484,0.92196,0.9216,0.91701
"1,2-Dioleoyl-sn-glycero-3-phospho-(1'-myo-inositol)",0.5035,0.42733,0.49986,0.51923,0.55853,0.58339,0.62618,0.63877
"FA 18:2 (linoleic acid)",0.50281,0.63204,0.8089,0.90189,0.87126,0.88713,0.9893,0.98545
"TG 40:1",0.49958,0.58398,0.49826,0.4928,0.57159,0.6159,0.60346,0.61072
"PI 36:4",0.49515,0.59337,0.51514,0.54223,0.6049,0.59257,0.58009,0.57686
"SPB 25:0;2O",0.4922,0.65137,1.1735,1.0644,1.0327,1.04,1.0706,1.077
"PC O-30:1",0.49207,0.79248,0.72184,0.66435,0.6557,0.65893,0.64475,0.64104
"LPC O-24:0",0.49014,0.62256,0.78206,0.78993,0.77722,0.75541,0.75073,0.75454
"Cer d43:1",0.48852,0.62397,0.50795,0.46013,0.47554,0.46347,0.47156,0.47205
"PC P-42:5 or PC O-42:6 Isomer A",0.48485,0.38493,0.52281,0.56981,0.58553,0.59077,0.58334,0.59799
"LPE 18:2",0.48379,1.1498,0.9695,0.89049,0.8866,0.86273,0.84511,0.84891
"PE 36:2",0.48091,0.83822,0.94845,0.86125,0.98324,1.0179,1.0184,1.0145
"Cer d46:1",0.48057,0.45977,0.59818,0.59264,0.58257,0.56654,0.59595,0.59285
"TG 43:0",0.47888,0.60482,0.91851,0.87089,0.84909,0.82531,0.80709,0.80525
"PC 36:4 Isomer B",0.4751,0.38509,0.33826,0.36111,0.59246,0.57922,0.62168,0.62365
"PC 32:0",0.47235,0.57394,0.85622,0.82934,0.81575,0.80111,0.79263,0.79189
"Cer d44:2",0.47031,1.3284,1.1204,1.0323,1.0094,0.99824,0.98686,0.98154
"PC P-38:4 or PC O-38:5 Isomer A",0.46849,0.56969,0.46175,0.64082,0.95145,0.94129,0.93951,0.93927
"PC 33:0",0.46709,0.4297,0.90227,0.82532,0.79678,0.77577,0.7807,0.78449
"LPC P-18:0 or LPC O-18:1",0.46197,0.46817,0.39944,0.41614,0.57948,0.69253,0.71162,0.70789
"FA 22:2 (docosadienoic acid)",0.45543,0.36785,0.70735,0.67684,0.72676,0.79004,0.77336,0.7764
"PC 38:4 Isomer B",0.44955,0.81447,0.85881,0.88726,0.8987,0.89905,0.95077,0.9457
"GlcCer d42:1",0.44773,0.33394,0.32194,0.51575,0.51393,0.49957,0.49801,0.49516
"PC 38:5 Isomer A",0.44692,0.46399,0.37664,0.49969,0.73974,0.73049,0.7694,0.76655
"PC P-34:0 or PC O-34:1",0.44445,0.3666,0.51478,0.74878,0.72389,0.70585,0.7578,0.75783
"PE O-18:1_22:6",0.44363,0.72215,0.5935,0.57774,0.5848,0.68006,0.67232,0.66853
"PE O-38:6 Isomer A",0.43807,1.0667,0.86498,0.79729,0.84049,0.95799,0.95847,0.95306
"FA 22:6 (docosahexaenoic acid)",0.43088,1.299,1.6005,1.452,1.4593,1.4184,1.3878,1.3825
"PC 14:0_16:1",0.42837,0.35195,0.95785,0.86916,0.89899,0.88656,0.9221,0.92156
"FA 30:0",0.42809,0.41611,0.44013,0.39999,0.53191,0.75115,0.73409,0.73019
"SPB 26:0;2O",0.42796,0.87468,0.78766,0.82331,0.86803,0.84657,0.8459,0.8423
"PC 24:0",0.41983,0.41673,1.0404,1.1377,1.1844,1.1535,1.1269,1.1218
"PE 38:6",0.41413,0.9324,0.75768,0.77283,0.82426,1.004,1.0285,1.023
"SM d31:1",0.41363,0.44098,0.62023,0.68889,0.79449,0.81476,0.79582,0.80326
"Cer-NDS d41:0",0.40705,0.37755,0.30725,0.3797,0.48265,0.48411,0.51192,0.51049
"PC 16:0_18:2",0.40629,0.3158,0.60405,0.64253,0.62273,0.61824,0.62084,0.62127
"PC 37:4",0.40516,0.43589,0.41144,0.3918,0.74153,0.72129,0.73655,0.73236
"FA 24:1 (nervonic acid)",0.40209,1.1521,1.0435,0.94522,0.93267,0.91321,0.91236,0.91411
"FA 16:1 (palmitoleic acid)",0.40101,0.55359,0.83051,0.75529,0.73572,0.72797,0.79835,0.79391
"PS 38:3",0.39781,1.5099,1.2374,1.1363,1.284,1.2513,1.2277,1.2207
"PC O-33:0",0.3933,0.36945,0.52618,0.58216,0.57105,0.5558,0.60894,0.62223
"LPC 32:0",0.39216,0.39072,0.75982,0.68954,0.67887,0.69499,0.67874,0.68232
"LPC O-22:0",0.38988,0.29177,0.59406,0.54141,0.52272,0.78557,0.8299,0.8594
"acylcarnitine 16:0",0.38962,0.41393,0.47665,0.44232,0.47552,0.48865,0.49084,0.48803
"PC 28:0",0.37903,0.29234,0.84409,0.79834,0.99147,1.0068,1.088,1.0894
"SM d39:2 Isomer B",0.37398,0.28548,0.53335,0.58708,0.62773,0.66275,0.6549,0.66291
"PC 29:0",0.37367,0.46442,0.53232,0.64049,0.83911,0.86115,0.85344,0.86293
"SM d32:2",0.36872,0.69685,1.2976,1.1782,1.1494,1.1315,1.1054,1.1033
"PI 16:0_16:0",0.36756,0.3256,0.84335,0.76487,0.76346,0.75231,0.8527,0.85209
"Cer d44:1",0.36621,0.27033,0.36634,0.35286,0.34042,0.38686,0.40421,0.40266
"PC P-42:2 or PC O-42:3",0.36464,0.68415,0.5708,0.63163,0.64985,0.63732,0.62246,0.64082
"PC 38:6 Isomer A",0.36409,0.66802,0.54456,0.49733,0.60556,0.63531,0.68927,0.69436
"PC 38:4 Isomer C",0.3627,0.26735,0.22173,0.24847,0.5809,0.58019,0.65561,0.65656
"FAHFA 38:4",0.36095,0.76497,0.86405,1.2826,1.2378,1.2062,1.3742,1.3708
"16,16-dimethylprostaglandin A1",0.36066,1.3233,1.1216,1.2102,1.1998,1.1707,1.1474,1.1661
"PC 40:5 Isomer A",0.3556,0.29364,0.25034,0.3488,0.46632,0.49972,0.5492,0.54619
"acylcarnitine 10:1",0.35144,1.0096,1.0185,0.95902,0.92425,0.92413,1.0401,1.0342
"SM 12:1;2O/32:8",0.35069,0.52866,0.741,0.67587,0.72117,0.70421,0.73751,0.73617
"LPE 22:6",0.35063,0.7002,1.7144,2.0284,1.9571,1.9155,1.8775,1.8668
"TG 47:0|TG 14:0_16:0_17:0",0.34519,0.40638,1.1454,1.0519,1.0138,0.98956,0.96707,0.96945
"LPE 20:4",0.34509,0.61477,1.5722,1.5287,1.5026,1.4607,1.4352,1.429
"SM d43:1 Isomer B",0.34197,0.25216,0.77193,0.69967,0.70515,0.6855,0.67089,0.66753
"PE 36:3",0.3362,1.2199,1.0512,0.96247,0.97609,1.0799,1.0637,1.064
"SM 42:5;3O",0.33381,0.59283,0.61287,1.0031,1.0112,0.98585,0.96463,0.95911
"PS 16:0_22:4",0.33022,0.75491,0.70576,0.64082,0.98392,0.95827,0.93593,0.93058
"FA 28:0 (montanic acid)",0.32999,0.48818,0.65896,0.62701,0.61836,0.6097,0.64331,0.64063
"FAHFA 18:0/20:2",0.3186,0.64347,0.63083,0.57149,0.55796,0.54614,0.53382,0.53471
"FA 22:1 (erucic acid)",0.31772,0.23428,0.19392,0.18895,0.21579,0.322,0.41469,0.49762
"SM 42:0;3O",0.31399,0.54672,0.93675,0.96003,0.92796,0.93798,0.95026,0.96069
"Cer-NP t42:0",0.30854,0.44783,0.66284,0.60551,0.58659,0.61249,0.60352,0.60945
"PC P-40:5 or PC O-40:6",0.29838,0.57159,0.57222,0.55,0.81774,0.81576,0.81094,0.80715
"TG 44:2",0.29447,0.73617,1.2155,1.1876,1.182,1.149,1.1242,1.12
"FA 15:0 (pentadecylic acid)",0.2939,0.40785,0.95107,0.9076,0.87908,0.87339,0.8914,0.8873
"HexCer 18:1;2O/24:0",0.2937,0.22381,0.47179,0.5271,0.52717,0.51973,0.53523,0.53439
"LNAPE 18:2_N-19:0",0.29137,0.39793,0.70284,0.63668,0.61395,0.59809,0.58563,0.58284
"PC 40:6 Isomer B",0.29026,0.35695,0.59818,0.99509,0.97202,0.96373,0.96608,0.9668
"PC 34:4",0.27844,0.20673,0.45802,0.46685,0.46151,0.64598,0.63435,0.63116
"PC 33:2",0.27017,0.20227,0.92357,0.83774,0.89703,0.88125,0.86284,0.8598
"TG 64:3",0.26944,0.52117,0.56148,0.63705,0.65492,0.65062,0.66455,0.66229
"PC 34:2",0.26781,0.19741,0.62467,0.62728,0.64721,0.66148,0.66338,0.66582
"TG 45:0",0.26428,0.21453,0.82379,0.77954,0.75153,0.73771,0.72923,0.72711
"Cer 18:0;3O/16:0;(2OH)",0.26145,0.8094,0.68573,0.62631,0.60999,0.66204,0.6585,0.65581
"TG 14:0_16:0_17:1",0.25926,0.29471,0.92271,0.83585,0.8614,0.87547,0.86643,0.86205
"SM 38:4;3O",0.25868,0.24383,0.23477,0.43421,0.84793,0.85094,0.83737,0.833
"PC P-36:3 or PC O-36:4",0.25781,0.2163,0.19739,0.42109,0.85007,0.86031,0.84372,0.8389
"CE 18:1",0.25701,0.44771,0.75931,0.87993,0.85724,0.85229,0.84632,0.84698
"FA 22:0 (behenic acid)",0.25338,0.46955,0.55623,0.5065,0.48912,0.48056,0.58668,0.5837
"SHexCer d34:1",0.24609,0.32282,0.28406,0.29529,0.2846,0.29476,0.28863,0.28898
"GlcCer d42:2",0.24559,0.20181,0.18397,0.4702,0.49193,0.65796,0.65736,0.66401
"PC 35:1",0.24526,0.40299,1.0998,1.0339,1.0043,0.98337,0.96684,0.96637
"LPC O-24:1",0.24424,0.25582,0.3794,0.49589,0.61655,0.60804,0.59701,0.59364
"PC 36:4 Isomer C",0.23971,0.18769,0.28774,0.39657,0.72426,0.70532,0.71711,0.71672
"PC P-40:4 or PC O-40:5",0.23706,0.24386,0.19957,0.41857,0.69845,0.67909,0.68591,0.68314
"TG 51:0",0.23661,0.98367,1.274,1.1554,1.1154,1.0869,1.0614,1.0598
"acylcarnitine 18:2 Isomer A",0.23465,0.25425,0.21594,0.21955,0.21328,0.21298,0.77887,0.77452
"cholesterol 3-sulfate",0.23246,0.39329,0.34965,0.48243,0.46501,0.45287,0.44252,0.44337
"LPE 18:1",0.23223,1.2864,1.0467,0.96099,0.94757,0.9627,0.94647,0.9413
"LPS 18:0",0.23182,0.98261,0.8215,0.7766,0.92598,0.91614,0.93927,0.9375
"PC 34:1",0.23168,0.29243,0.83575,0.89167,0.85949,0.84853,0.82932,0.8247
"OxPC 36:3+1O",0.22999,0.16952,0.88373,0.86168,0.88238,0.8577,0.83989,0.83507
"cis-13-docosenoic acid",0.22638,0.2323,0.47487,0.50316,0.49107,0.56417,0.83118,0.8326
"Cer 18:0;2O/24:0",0.22534,0.16624,0.3304,0.70463,0.71619,0.71513,0.71225,0.70858
"PC 35:2 Isomer B",0.22485,0.16573,0.66772,0.62519,0.74806,0.76335,0.75261,0.74933
"SM 18:0;2O/21:0",0.22064,0.43433,0.52027,0.58443,0.5633,0.596,0.61247,0.60902
"PE O-16:1_22:6",0.21569,1.0375,0.87267,0.88627,0.88429,0.94287,1.0012,0.99629
"SM d44:3",0.21335,1.3136,1.5043,1.4329,1.4016,1.3698,1.3381,1.3337
"LPC 18:0",0.20949,0.32629,0.26451,0.31817,0.62126,0.60682,0.68325,0.67932
"TG 47:2",0.20718,0.16601,0.71708,0.66884,0.64473,0.65727,0.64195,0.63905
"PC 37:3",0.20613,0.15902,0.33686,0.30524,0.3913,0.41956,0.41746,0.41775
"FA 18:1 (oleic acid)",0.20322,0.25001,0.25631,0.54963,0.53853,0.53728,0.7178,0.7139
"PC 36:1",0.20002,0.15461,0.83521,0.78942,0.77123,0.77368,0.76887,0.76445
"acylcarnitine 20:1",0.19216,0.19534,0.70267,0.67388,0.65687,0.64181,0.81226,0.80812
"PC 36:4 Isomer A",0.18947,0.18285,0.19024,0.20904,0.35889,0.34881,0.49242,0.50405
"SM 35:1;2O",0.18658,0.44713,0.49963,0.6523,0.63068,0.6153,0.60093,0.5988
"SM d41:2 Isomer A",0.18493,0.39714,0.46124,0.51778,0.49902,0.49954,0.49255,0.51931
"acylcarnitine 08:1",0.18272,0.24298,0.77539,0.70971,0.68638,0.66799,0.84315,0.84309
"SM 46:5;3O",0.18206,0.53684,0.45634,0.64903,0.70179,0.68666,0.71113,0.71035
"SM d44:2",0.17799,0.69068,0.72748,0.68239,0.66424,0.66824,0.65885,0.66132
"acylcarnitine 18:1",0.16246,0.42671,0.72744,0.66166,0.66567,0.65125,0.85278,0.84922
"Cer-NDS d40:0",0.1616,0.21951,0.34975,0.73703,0.73473,0.74233,0.73118,0.72833
"TG 28:0",0.15925,0.12929,0.76733,0.79803,0.79116,0.77211,0.76936,0.76515
"PC 16:0_14:0",0.15805,0.15348,0.7103,0.77379,0.94802,0.94832,0.97044,0.96677
"Cer d43:2",0.15341,0.33503,0.32674,0.3623,0.37322,0.40013,0.39958,0.41246
"SM 42:2;3O",0.15316,0.18023,0.94754,0.91704,0.92432,0.90562,0.88584,0.88172
"LPI 18:0",0.15133,0.18763,0.83676,1.0134,1.194,1.1669,1.203,1.2022
"CE 18:2",0.15122,0.88554,0.72481,1.1094,1.0795,1.0493,1.0501,1.0455
"PS 36:2",0.14471,0.81742,0.6853,0.64352,0.63141,0.85208,0.83321,0.83153
"LPC 17:0",0.1443,0.23915,0.21276,0.36816,0.56345,0.58838,0.65891,0.65884
"LPC 16:0",0.14263,0.15814,0.2989,0.61428,0.78316,0.82551,0.8224,0.81845
"PA 18:1_18:1",0.14122,0.35991,0.51612,0.68355,0.75724,0.75846,0.82781,0.82306
"TG 10:0_12:0_18:2",0.13336,0.28445,0.67968,0.64058,0.62002,0.6661,0.65064,0.64694
"TG 49:3",0.13077,0.83136,1.4122,1.3148,1.2672,1.2316,1.2029,1.1968
"PC 36:2",0.13038,0.41766,0.89441,0.8177,0.82564,0.81352,0.81106,0.80708
"SM d40:4",0.12683,0.11707,0.43804,0.45646,0.4418,0.49351,0.56923,0.58081
"SM 16:1;2O/16:0",0.12286,0.4243,0.44,0.51419,0.62631,0.66292,0.70231,0.71156
"Cholesterol",0.12194,0.53999,0.47205,0.50847,0.55795,0.55096,0.55318,0.55069
"Cer d42:0",0.1162,0.51119,0.67674,0.93973,0.91946,0.90024,0.90494,0.9
"LPC 20:2",0.11512,0.29114,0.35659,0.37771,0.39835,0.58052,0.56897,0.57811
"PC P-42:4 or PC O-42:5",0.11419,0.15266,0.13169,0.86015,0.84414,0.82199,0.82906,0.8264
"PC O-30:0",0.10812,0.099683,0.65116,0.65194,0.6283,0.67609,0.71207,0.70805
"Cer 18:1;2O/26:0",0.10677,1.0081,1.0004,1.096,1.0581,1.0408,1.0233,1.0176
"PMeOH 16:0_18:1",0.10654,1.0976,1.6839,1.8207,1.7573,1.8488,1.8173,1.8069
"FA 23:0",0.099883,0.46851,0.58647,0.57993,0.55953,0.56809,0.57658,0.5733
"PC O-18:0_16:0",0.090065,0.20144,0.89253,0.85077,0.82332,0.8141,0.79694,0.79342
"PC 35:3",0.086674,0.15005,0.25535,0.25556,0.39175,0.3841,0.37591,0.37382
"Cer d46:2",0.084541,1.0255,0.83171,0.79971,0.78878,0.80046,0.8285,0.82843
"PC 18:0_18:1",0.072468,0.16556,0.916,0.85464,0.82839,0.82506,0.81786,0.81479
"TG 58:4",0.070933,1.5385,1.725,1.5749,1.5641,1.5236,1.4935,1.5439
"Cer 22:0;2O/26:0",0.06722,0.062696,0.94428,0.92494,0.89636,0.8717,0.85151,0.84696
"PC P-44:4 or PC O-44:5",0.066639,0.6903,0.60586,0.99068,0.9653,0.96994,0.99503,0.99015
"PC 31:1",0.064557,0.17147,1.0353,0.93817,0.91933,0.89353,0.92768,0.92276
"PE 38:5",0.063552,1.0117,0.85025,0.77541,0.9517,1.004,0.98067,0.97509
"PC 32:1",0.061154,0.33483,1.1591,1.1195,1.0978,1.0728,1.0724,1.0663
"TG 47:3 Isomer B",0.060304,0.12363,0.72666,0.75801,0.75066,0.77686,0.76084,0.76228
"Cer-NDS d43:0",0.058296,0.65438,0.55541,0.58255,0.56154,0.54579,0.54874,0.54797
"PC 33:1",0.057287,0.25641,0.98943,0.97857,0.9439,0.91807,0.90013,0.89987
"PC 34:3 Isomer B",0.052441,0.053926,0.93034,0.86563,0.83543,0.83592,0.85061,0.8462
"Cer 18:1;2O_26:0;(2OH)",0.052226,0.65851,0.7891,0.79519,0.77241,0.79856,0.79309,0.79108
"Cer 20:0;2O/26:0",0.048548,0.31491,0.70244,0.71102,0.6951,0.70167,0.71125,0.70716
"FA 19:1",0.040503,0.16884,0.56882,0.5274,0.50861,0.50588,0.6669,0.6655
"PC 40:1",0.036949,0.21156,0.86428,0.83673,0.8071,0.80003,0.7814,0.78147
"PC 38:2",0.031199,0.077507,0.52535,0.48248,0.52366,0.51163,0.50016,0.50759
"LNAPE 18:2/N-20:0",0.024535,0.13345,0.1404,0.20567,0.20201,0.24501,0.25125,0.30018
"PC 35:4",0.02197,0.20908,0.16981,0.21493,0.57831,0.56223,0.5556,0.57709
"SM d39:1",0.01619,0.38794,0.52667,0.56831,0.54845,0.56353,0.59505,0.59218
"PS 18:0_22:6",0.014889,1.0976,0.92923,1.0999,1.0752,1.1021,1.0832,1.077
"FA 32:0",0.013122,0.60906,0.57273,0.54779,0.63484,0.71962,0.70337,0.69936
"PC O-42:2 or PC 42:2e",0.012151,0.79684,0.65749,0.92328,0.89012,0.86847,0.85241,0.85004
"PC P-34:1 or PC O-34:2 Isomer A",0.0080976,0.36469,0.29738,0.35556,0.56061,0.67569,0.66009,0.65711
"PC 42:2",0.0035191,0.31362,0.25698,0.98313,0.96412,0.98939,0.97522,0.97227
