"","Comp 1","Comp 2","Comp 3","Comp 4","Comp 5","Comp 6","Comp 7","Comp 8"
"FA 18:3 (linolenic acid)",-0.044341,-0.071896,0.028772,-0.075475,0.10857,-0.054079,-0.016841,0.038751
"FA 19:1",0.047463,-0.063845,-0.016343,-0.039771,-0.0019541,0.038244,-0.027692,-0.023512
"FA 20:2 (eicosadienoic acid)",0.019012,-0.1198,0.042976,-0.057819,0.0554,-0.037205,0.015712,0.071885
"FA 20:3 (homo-gamma-linolenic acid)",-0.056229,-0.12648,0.09674,-0.069339,0.10013,0.0049251,-0.05874,0.059706
"FA 20:4 (arachidonic acid)",-0.095577,-0.094042,0.12186,-0.12556,0.10271,-0.032608,-0.069153,0.025216
"FA 20:5 (eicosapentaenoic acid)",-0.015415,-0.047119,0.14183,-0.1663,0.15387,-0.045918,-0.019049,-0.022638
"FA 22:0 (behenic acid)",0.077404,-0.027066,0.0284,0.022999,-0.010259,0.013022,-0.049294,0.049104
"FA 22:1 (erucic acid)",0.066489,-0.038386,0.031053,0.042558,-0.045275,0.033677,-0.03075,0.043735
"FA 22:2 (docosadienoic acid)",0.066297,-0.079,0.036164,-0.039865,-0.029029,-0.034861,0.025527,0.035378
"FA 22:4",-0.037572,-0.13746,0.10717,-0.10373,0.067904,0.00071955,-0.049475,0.046758
"FA 22:6 (docosahexaenoic acid)",-0.056712,-0.089812,0.10524,-0.12971,0.16222,-0.06259,-0.084613,0.10216
"FA 23:0",0.068992,-0.037356,0.011832,0.019273,0.011259,-0.0037804,-0.038871,0.033949
"FA 24:1 (nervonic acid)",0.051695,-0.061318,0.041315,0.040104,-0.020982,0.020709,-0.012064,0.053166
"FA 28:0 (montanic acid)",0.080925,-0.021972,-0.0022504,-0.0063887,0.0022775,0.007773,-0.023864,0.016167
"FA 30:0",0.06493,-0.0045376,-0.0017963,0.020044,-0.025788,0.01988,-0.025907,0.029951
"FA 32:0",0.054384,0.012491,-0.031814,0.031926,-0.043236,0.029085,-0.016922,0.023917
"FAHFA 18:0/20:2",0.070214,-0.060494,-0.017345,0.071417,0.035445,-0.0038035,-0.071932,0.039703
"FAHFA 38:4",-0.037438,-0.065615,-0.037652,0.04713,-0.017623,0.059047,-0.074135,0.031959
"GlcCer d34:1",-0.06222,-0.000043776,-0.010275,0.036787,0.021422,-0.08207,-0.044675,0.082184
"GlcCer d40:1",-0.030806,0.059975,-0.032405,0.047474,0.0036237,-0.0066752,-0.0081864,0.10749
"GlcCer d41:1",0.033099,0.020079,0.010687,0.032673,-0.0030542,0.0075625,-0.01906,0.034449
"GlcCer d42:1",-0.036271,0.065314,-0.022417,0.042771,0.015494,0.0020609,-0.0011418,0.071954
"GlcCer d42:2",-0.14586,0.11412,-0.061591,0.033172,0.063672,-0.072213,-0.017276,0.082065
"GlcCerd14:14E/20:02OH",-0.055192,0.025392,0.0021474,0.033788,-0.048285,-0.039,0.034915,0.011127
"Hex3Cer 18:1;2O/16:0",-0.089449,0.072048,-0.014475,-0.016177,0.01549,0.029451,-0.013407,0.033115
"HexCer 18:1;2O/24:0",0.01292,0.053239,-0.0050025,0.042858,-0.0089223,0.015792,0.027164,0.043405
"lactosylceramide d18:1/24:1 15Z",-0.086143,0.021637,-0.007554,0.061856,-0.013462,-0.050849,-0.038243,0.053619
"LNAPE 18:2_N-19:0",0.052421,-0.037836,0.034876,-0.010212,-0.08582,0.035584,0.029525,0.034561
