"","Comp. 1","Comp. 2","Comp. 3","Comp. 4","Comp. 5","Comp. 6","Comp. 7","Comp. 8"
"TG 50:4",0.16249,0.38174,1.0175,1.2075,1.1899,1.1641,1.1495,1.1491
"TG 46:1",0.1601,0.97438,1.2409,1.3598,1.2962,1.2632,1.2559,1.2477
"PC 35:2 Isomer B",0.15152,0.82882,0.72934,0.69411,0.65464,0.64286,0.64109,0.63798
"TG 54:3",0.15032,0.13844,0.94227,0.92445,1.1421,1.1758,1.1734,1.1706
"PC O-18:0_16:0",0.1479,0.15866,0.18022,0.17105,0.32425,0.36553,0.3799,0.37887
"PS 18:0_22:6",0.14771,0.15999,0.54763,0.55247,0.58444,0.62482,0.62438,0.62051
"SM 34:2;3O",0.1427,0.099803,0.72557,1.1327,1.253,1.2303,1.2147,1.2085
"TG 51:3",0.14147,0.35422,0.91851,1.1644,1.1012,1.0773,1.0633,1.0574
"TG 50:3 Isomer A",0.13999,0.38344,1.1249,1.4068,1.3294,1.2978,1.2812,1.2727
"acylcarnitine 14:1",0.13623,0.22126,0.54309,0.8211,0.81288,0.87651,0.87098,0.87955
"TG 54:0",0.12964,1.3128,1.1899,1.0539,1.0203,1.0168,1.0044,0.9986
"PC 40:5 Isomer A",0.12472,0.41109,0.41967,0.52471,0.68924,0.78041,0.77203,0.77295
"Cer d40:0",0.12469,0.16422,0.18562,0.16836,0.38499,0.50516,0.50271,0.52545
"LPC 32:0",0.12002,0.34734,0.35326,0.49856,0.54836,0.53989,0.5328,0.53822
"SM d41:2 Isomer A",0.11794,0.70751,0.58675,0.5368,0.50869,0.50503,0.51345,0.53407
"LPC 20:4",0.11761,0.41548,0.39667,1.2508,1.5211,1.4889,1.4696,1.4621
"PC O-30:0",0.11728,1.121,0.93388,0.82252,0.7767,0.76199,0.75396,0.75486
"TG 44:1",0.11568,0.38441,0.63293,0.77497,0.92919,0.91644,0.91875,0.91279
"PI 34:2",0.11048,0.21181,0.40358,0.36839,0.6513,0.64124,0.63733,0.63329
"PGE2",0.11027,0.25579,0.56464,0.49674,0.61651,0.67274,0.67484,0.69406
"PS 40:4",0.1082,0.39197,0.61845,0.56772,0.57366,0.56632,0.6028,0.59903
"FA 20:5 (eicosapentaenoic acid)",0.10207,0.63198,1.4144,1.4323,1.4453,1.4988,1.4883,1.4805
"PE-O 18:1_22:6",0.1009,0.77968,0.94691,0.83043,0.78483,0.80326,0.8383,0.84027
"TG 16:0_18:1_20:0",0.099529,0.18752,0.95533,1.1501,1.2426,1.2198,1.2101,1.2048
"SHexCer d34:1",0.098733,0.082316,0.24647,0.93625,0.97021,0.99295,0.98069,0.97783
"PC 36:3 Isomer B",0.096674,1.0129,0.8461,0.80845,0.80043,0.87212,0.8607,0.85838
"LPC p-18:0",0.095732,0.33456,0.31772,0.51025,0.48569,0.72415,0.72868,0.76253
"PC 37:4",0.094483,0.33053,0.53423,1.0273,0.97646,1.0368,1.0234,1.0173
"TG 52:4",0.093809,0.34254,1.1224,1.2841,1.213,1.1845,1.18,1.1816
"TG 42:1",0.084414,0.91593,0.82864,0.97535,1.0391,1.0191,1.0091,1.0062
"Cer 18:1;2O/26:0",0.078738,0.29611,0.56938,0.51407,0.4934,0.52517,0.5296,0.5285
"PC 28:0",0.072799,0.30291,0.33638,0.34454,0.38773,0.38518,0.53396,0.55024
"TG 54:2",0.071968,0.074528,0.92525,1.1798,1.2741,1.2485,1.2346,1.2288
"Cer 58:11;2O",0.071585,0.38125,0.60489,1.3825,1.3113,1.2779,1.2625,1.2558
"FA 22:2 (docosadienoic acid)",0.066698,1.3864,1.151,1.2008,1.1671,1.1454,1.1304,1.123
"PC 36:4 Isomer B",0.065351,0.69424,0.6748,0.63896,0.64054,0.76495,0.76323,0.7629
"TG 38:0",0.064052,1.35,1.2038,1.0582,1.1989,1.1713,1.1599,1.1536
"SM 35:1;2O",0.061043,0.19252,0.16422,0.38131,0.41059,0.48833,0.48245,0.47966
"SM d39:2 Isomer B",0.057905,0.52419,0.51745,0.56868,0.68505,0.67264,0.66433,0.66373
"PS 36:2",0.048637,0.26526,0.69574,0.61989,0.66126,0.65224,0.64699,0.64796
"LPC 20:2",0.043909,1.0018,0.94699,1.5156,1.4275,1.3966,1.3816,1.3765
"PC 35:3",0.043452,0.67342,0.56677,0.4966,0.46801,0.51473,0.51576,0.52433
"PI 16:0_16:0",0.038354,1.1103,0.93419,0.96686,0.99177,0.97735,0.96435,0.95953
"PC P-36:4 or PC O-36:5",0.038064,0.98678,0.82874,1.2182,1.1488,1.2072,1.1918,1.1856
"TG 48:3",0.026306,0.96624,1.1923,1.1606,1.0932,1.0769,1.0815,1.0751
"PC 30:0",0.023963,0.41001,0.34137,0.38833,0.41359,0.40835,0.40474,0.41421
"PC P-34:0 or PC O-34:1",0.015347,0.49514,0.4606,0.65918,0.68665,0.66993,0.66666,0.66692
"TG 51:2 Isomer A",0.0142,0.59052,1.0716,1.2908,1.2273,1.1985,1.1859,1.1789
"SM d36:0 Isomer B",0.013264,1.1693,1.032,1.0161,0.97793,0.97274,0.96085,0.96222
"PE P-38:5 or PE O-38:6",0.011967,0.25368,1.1187,0.98605,0.93176,0.95993,0.95504,0.9593
"PC 37:3",0.0084228,0.39933,0.4206,0.40456,0.38572,0.43013,0.42474,0.43635
"PC 36:5 Isomer D",0.0077139,1.2095,1.0587,0.98439,0.96197,1.0554,1.0775,1.1036
"SM 16:1;2O/16:0",0.0026508,0.056503,0.10825,0.64742,0.7313,0.72414,0.71522,0.71142
"LPC 14:0",0.0026319,0.26039,0.28426,0.45954,0.58886,0.62247,0.81266,0.80831
"SM 22:1;2O/12:0",0.0025335,0.084403,0.13176,0.52881,0.53737,0.52835,0.52214,0.5207
"PE O-16:1_18:1",0.0024283,0.51604,0.86688,0.78975,0.7518,0.75825,0.85279,0.85159
