"","Comp. 1","Comp. 2","Comp. 3","Comp. 4","Comp. 5","Comp. 6","Comp. 7","Comp. 8"
"MG 20:4",0.25542,0.50615,1.5046,1.3648,1.3025,1.2817,1.278,1.2697
"SM 42:2;3O",0.253,0.2226,0.37405,0.35742,0.34658,0.51331,0.50705,0.51944
"Cer d41:1",0.2515,0.86452,0.77356,0.78027,0.78175,0.7757,0.81835,0.81317
"PEtOH 18:1_18:1",0.25008,0.30352,0.33622,0.92911,1.1788,1.1765,1.2783,1.3864
"PE 38:5",0.24753,0.16027,1.519,1.4406,1.4427,1.4278,1.3957,1.3911
"cholesterol 3-sulfate",0.24381,0.59146,0.60804,0.5671,0.56712,0.5735,0.57166,0.56901
"acylcarnitine 18:2 Isomer A",0.24111,1.1719,1.0602,1.0772,1.0327,1.0129,0.99347,0.98188
"SM 30:2;2O (FA 14:0)",0.23422,0.52397,0.47358,0.45753,0.55213,0.54079,0.57198,0.5671
"Cer 20:0;2O/25:0",0.23057,1.5158,1.3815,1.2978,1.2478,1.2248,1.2107,1.1959
"TG 38:0",0.22922,1.1084,1.2024,1.1995,1.2039,1.1891,1.1579,1.1426
"CE 18:1",0.21991,0.28658,0.36313,0.8204,0.78597,0.77176,0.76062,0.75104
"PS 18:0_22:6",0.2195,0.18617,0.79276,0.74875,0.72169,0.72892,0.71428,0.70579
"TG 56:8 Isomer A",0.21852,0.69082,0.77692,0.70474,1.1244,1.1228,1.0965,1.0832
"LNAPE 18:2/N-20:0",0.21559,0.14329,0.14903,0.40348,0.39338,0.40086,0.40474,0.43393
"Cer d34:2 Isomer B",0.21144,0.25985,0.36029,0.73722,0.72735,0.73076,0.82468,0.81363
"LPC 20:5",0.21136,0.15111,0.32225,0.82616,0.78974,0.80197,0.83813,0.85885
"PC 33:1",0.19954,1.2287,1.1125,1.1007,1.0542,1.0339,1.0083,0.99659
"PE P-38:5 or PE O-38:6",0.19887,0.23363,1.4828,1.345,1.2829,1.2565,1.2271,1.2346
"PC 35:2",0.19424,0.87574,0.92667,0.84713,0.80739,0.7913,0.79206,0.782
"SM d40:4",0.19368,0.15351,0.24054,0.22426,0.23179,0.32026,0.32934,0.32692
"TG 44:0",0.19255,1.0377,1.0461,1.07,1.0216,1.0036,0.97716,0.96422
"LPE 18:0",0.18586,0.34917,0.31377,0.63578,0.6063,0.6696,0.65194,0.64934
"LPC O-20:1",0.18488,0.86486,1.1181,1.0145,0.98355,0.96912,0.97059,0.97786
"TG 50:1",0.18124,0.81332,0.75113,0.9332,1.2257,1.2242,1.2196,1.2032
"PE O-16:1_18:2",0.17733,0.75871,0.8753,0.81174,0.77565,0.76034,0.77123,0.76084
"TG 54:1",0.17493,0.35019,0.50039,0.69229,0.70463,0.78051,0.78909,0.77852
"Cer d36:1",0.17397,0.81087,0.77131,0.71108,0.67783,0.75231,0.79099,0.81007
"SM 22:1;2O/12:0",0.17206,0.2125,0.20795,0.21736,0.21193,0.29229,0.38828,0.38434
"PC 35:3",0.1606,0.80572,0.7249,0.66736,0.65037,0.65085,0.63669,0.6397
"PC 38:4 Isomer B",0.15473,0.18173,0.74234,0.78855,0.75645,0.75382,0.82601,0.83723
"PC 32:1",0.15415,1.5331,1.3711,1.3309,1.2688,1.2427,1.2104,1.1941
"PI 34:2",0.14372,0.40419,0.38035,0.36474,0.49008,0.50579,0.5383,0.53213
"SM 12:1;2O/32:8",0.1381,0.48377,0.4327,0.468,0.44608,0.4377,0.42897,0.54168
"cis-13-docosenoic acid",0.13504,0.92082,0.9839,0.89524,0.85596,0.85653,0.94766,0.98573
"PC 16:0_5-oxovaleryl",0.13259,0.9998,1.0577,1.1089,1.0579,1.0362,1.0983,1.0966
"PC 34:2",0.1316,0.46186,0.59369,0.53866,0.60584,0.59479,0.57935,0.57238
"Cer 58:11;2O",0.12943,0.083061,0.3709,0.51468,0.78513,0.77768,0.7905,0.78361
"TG 50:4",0.12757,0.1875,0.55624,0.6187,0.76911,0.86607,0.96012,0.95091
"PE O-18:1_22:6",0.1275,0.95042,1.048,0.97148,0.92596,0.90816,0.88623,0.96406
"Cer d32:1",0.12598,0.1088,0.21991,0.54514,0.52465,0.62172,0.63431,0.62577
"TG 40:1",0.1245,0.084667,0.25135,0.25428,0.29866,0.30777,0.2997,0.3282
"TG 47:2",0.11941,1.6077,1.438,1.3381,1.2889,1.2631,1.2389,1.2248
"Cer 18:0;3O/16:0;(2OH)",0.1188,0.91009,0.81454,0.74528,0.72427,0.71622,0.72644,0.72623
"Cer d40:2",0.11845,0.5545,0.50435,0.45827,0.49791,0.62204,0.62187,0.63792
"PC 16:0_22:6",0.11438,0.86655,0.88508,0.80633,0.92547,0.91184,0.91038,0.89815
"Cer d39:1",0.11322,0.071515,0.27009,0.25736,0.41809,0.45169,0.49608,0.5303
"SM 34:2;3O",0.10368,0.13223,0.66651,0.60877,0.75844,0.75657,0.77818,0.79269
"HexCer 18:1;2O/24:0",0.10276,0.063038,0.25046,0.30536,0.2911,0.2859,0.28984,0.29444
"PC 38:5 Isomer A",0.10096,0.58202,0.78327,0.71108,0.70272,0.73664,0.79556,0.80851
"SM d43:1",0.1007,0.19415,0.18668,0.35626,0.34913,0.41029,0.44064,0.44797
"PS 36:1",0.088129,0.28733,0.41415,0.41851,0.40968,0.4014,0.53829,0.56468
"LPC 18:2",0.086012,0.50924,0.60955,0.67047,0.73618,0.75363,0.818,0.81091
"TG 64:3",0.08497,1.4766,1.3722,1.3237,1.2615,1.236,1.2045,1.1893
"PEtOH 16:0_18:1",0.08469,0.39469,0.37416,1.3139,1.3946,1.366,1.3998,1.5287
"PC 32:2",0.075089,0.49802,0.70172,0.63672,0.60772,0.61786,0.60484,0.60027
"SM 42:7;3O",0.071506,0.42777,0.69303,1.0019,0.9871,1.2267,1.2269,1.2736
"Cer d42:3",0.070773,1.0192,0.91499,0.86185,0.82244,0.85184,0.83103,0.82017
"FA 20:4 (arachidonic acid)",0.070275,1.3172,1.3544,1.878,1.8325,1.7984,1.7523,1.7289
"SM 42:0;3O",0.067141,0.34629,0.53728,0.49156,0.59582,0.58515,0.65106,0.64885
"MGDG 16:0_20:5",0.065339,0.57076,0.52988,0.52364,0.65938,0.7005,0.7153,0.71715
"PC 34:3 Isomer B",0.062755,1.3827,1.2429,1.1276,1.0899,1.0958,1.087,1.0737
"PEtOH 36:1",0.061022,0.095265,0.085379,0.903,0.95761,0.94038,1.0027,1.188
"Cer d33:1",0.058857,0.56771,0.50813,0.67458,0.64307,0.66115,0.65582,0.64715
"TG 56:7 Isomer B",0.058686,0.18823,0.3289,0.46008,0.94828,0.96244,0.94398,0.93945
"GlcCer d34:1",0.058633,1.0627,1.0216,0.92826,0.9151,0.89837,0.91572,0.90528
"PC P-42:5 or PC O-42:6 Isomer A",0.058582,0.79738,0.74516,0.70158,0.70891,0.70087,0.68257,0.69217
"PC 16:0_glutaric acid",0.056943,1.1454,1.2537,1.1929,1.1386,1.1154,1.1694,1.1639
"PI 34:1 Isomer A",0.055977,1.2013,1.1198,1.1524,1.109,1.1049,1.0758,1.0613
"PC P-44:4 or PC O-44:5",0.053206,0.19938,0.20963,0.24606,0.31925,0.35027,0.46545,0.47653
"TG 52:1",0.051606,0.4032,0.5624,0.84389,1.0361,1.0996,1.0887,1.0805
"PC 35:4",0.049104,0.12387,0.67451,0.82997,0.79256,0.80907,0.80321,0.79438
"PI 32:1",0.042695,0.56411,0.63585,0.60331,0.62276,0.61019,0.62687,0.62893
"FA 15:1",0.040761,1.5192,1.3996,1.2696,1.2099,1.1882,1.2193,1.2099
"PC O-40:2 or PC 40:2e",0.022603,0.10652,0.32336,0.3852,0.37071,0.36946,0.36787,0.37058
"PC 16:0_azealic acid (PCPAz-PC)",0.022078,1.231,1.2442,1.1696,1.1182,1.1257,1.1016,1.1148
"SM d38:0 Isomer B",0.017766,0.49719,0.61076,0.56439,0.54023,0.65175,0.65243,0.6552
"PC P-42:2 or PC O-42:3",0.017666,0.084825,0.29432,0.26959,0.52616,0.51699,0.50368,0.51637
"PS 40:4",0.01642,0.43627,1.0082,0.9181,0.88163,0.88667,0.87029,0.86905
"PEtOH 16:1_16:1",0.012539,0.038755,0.24998,0.91924,0.90377,0.91314,0.96739,0.97538
"TG 42:0",0.0050746,1.0011,0.91231,1.038,1.1118,1.1193,1.1397,1.1259
"TG 58:8",0.004464,0.11947,0.15458,0.56618,0.72131,0.84547,0.82787,0.85373
"TG 45:1",0.0039445,1.3599,1.2336,1.1314,1.0814,1.0627,1.0477,1.0506
"SM 46:5;3O",0.0015764,0.15209,0.158,0.14419,0.3268,0.32077,0.44057,0.43621
