"","Comp. 1","Comp. 2","Comp. 3","Comp. 4","Comp. 5","Comp. 6","Comp. 7","Comp. 8"
"SM d35:1",0.024193,0.39431,0.5378,0.53823,0.54552,0.54089,0.64068,0.63834
"LPC 18:2",0.02196,0.84509,0.77415,0.75742,0.77653,0.76719,0.78277,0.80013
"FA 24:1 (nervonic acid)",0.021148,0.20517,0.41553,0.67351,0.68955,0.68216,0.67475,0.67225
"acylcarnitine 12:1",0.020225,0.064234,1.111,1.1297,1.1224,1.1188,1.1057,1.1153
"LPC 20:2",0.019884,0.48436,0.67231,0.66888,0.65891,0.67352,0.6967,0.69437
"Cer d34:1",0.016865,0.48166,0.53134,0.5286,0.56646,0.60429,0.64485,0.64918
"TG 58:9",0.016644,1.0057,0.9305,0.90048,0.91002,0.91583,0.90634,0.92074
"SM d44:2",0.015607,0.1657,0.14977,0.37507,0.47994,0.48778,0.49295,0.54883
"Cer d34:2 Isomer A",0.01067,0.23096,0.35276,0.63139,0.70803,0.6997,0.69178,0.69612
"SM d40:2 Isomer B",0.0089482,0.27976,0.29648,0.71571,0.70034,0.70366,0.70585,0.70447
"FA 22:2 (docosadienoic acid)",0.0060201,0.28671,0.28676,0.94857,0.95927,0.94752,0.93971,0.93544
"acylcarnitine 14:1",0.0049913,0.37245,0.7269,1.0823,1.0886,1.0876,1.0753,1.0702
"FA 30:0",0.0035009,0.34564,0.33,0.83794,0.83056,0.83154,0.84423,0.84559
"SM d41:2 Isomer B",0.0022721,0.45151,0.43394,0.57172,0.57026,0.56867,0.62475,0.62275
