"","Comp 1","Comp 2","Comp 3","Comp 4","Comp 5","Comp 6","Comp 7","Comp 8"
"PC 35:2",0.0055546,0.0012874,0.0057121,0.013253,0.0029584,0.0046092,-0.024028,0.050906
"PC 35:2 Isomer B",-0.0017257,-0.007073,0.10665,-0.078361,0.01252,-0.012846,-0.03911,0.0093251
"PC 35:3",0.0052663,0.016052,0.066704,-0.10581,0.039981,-0.0096263,-0.0091007,0.021608
"PC 35:4",-0.023005,-0.020495,-0.011698,-0.016676,0.07082,-0.062593,0.043933,-0.076724
"PC 36:0",0.0012915,0.037067,0.082635,-0.011383,-0.11398,0.017151,0.028642,0.0019655
"PC 36:1",0.03256,-0.029059,0.068558,-0.013904,-0.081072,0.026527,0.00030628,0.048677
"PC 36:2",0.01643,-0.031626,0.12318,-0.087483,-0.023823,-0.010771,0.0010737,0.070421
"PC 36:3 Isomer B",-0.012819,-0.0037249,0.016973,-0.054369,0.0021759,-0.020201,-0.0095707,0.010545
"PC 36:4 Isomer A",-0.033191,0.032635,0.10154,-0.074886,-0.025205,-0.036887,0.02436,0.075178
"PC 36:4 Isomer B",-0.049865,-0.037248,0.01484,-0.084949,0.13226,-0.042849,-0.0032735,-0.03049
"PC 36:4 Isomer C",-0.05233,-0.014305,0.080499,-0.14071,0.15491,-0.044145,0.0088423,-0.051936
"PC 36:5 Isomer D",-0.056838,0.052844,0.11298,-0.11445,0.11357,-0.050325,-0.035349,-0.0012781
"PC 37:3",-0.0069555,-0.0056586,0.056184,-0.085068,0.047227,-0.022912,-0.03372,0.0056474
"PC 37:4",-0.055018,-0.01,0.082475,-0.10071,0.13521,-0.046988,-0.012458,-0.033308
"PC 38:1",0.036469,-0.035163,0.10666,-0.030528,-0.12272,0.0092335,0.044119,0.014446
"PC 38:2",-0.0049416,-0.04935,-0.03075,0.043896,-0.015662,0.0011106,0.029284,0.042801
"PC 38:3",-0.0050511,0.0094226,-0.00047463,-0.0089714,-0.00043673,0.0033488,-0.051799,0.084082
"PC 38:4 Isomer B",-0.070178,-0.018433,0.004138,-0.03582,0.090419,-0.045536,-0.0032827,0.012647
"PC 38:4 Isomer C",-0.066124,-0.030404,0.065208,-0.10149,0.13437,-0.048909,-0.0022969,-0.0051645
"PC 38:5 Isomer A",-0.063854,0.016519,0.11246,-0.10387,0.1024,-0.057979,0.027837,-0.011096
"PC 38:5 Isomer B",-0.062537,0.026322,0.10844,-0.114,0.082483,-0.037042,0.015071,0.0066182
"PC 38:6 Isomer A",-0.078467,0.036673,0.089969,-0.10773,0.083301,-0.038572,0.0091175,-0.0040204
"PC 40:1",0.026633,-0.044323,0.067053,0.034694,-0.11263,0.014186,-0.0058547,0.052215
"PC 40:4",-0.021168,0.0085529,0.098056,-0.10046,0.071611,-0.0042172,0.055524,-0.020807
"PC 40:5 Isomer A",-0.052084,0.020737,0.099778,-0.049121,0.069625,-0.054888,0.02664,0.0435
"PC 40:5 Isomer B",-0.051351,-0.0059894,0.074003,-0.11374,0.066455,-0.011444,0.02246,-0.048643
"PC 40:6 Isomer B",-0.08164,0.0097712,0.089034,-0.062562,0.12761,-0.089076,-0.0039284,0.0058926
"PC 40:7 Isomer B",-0.085034,0.0027591,0.071117,-0.061639,0.058722,-0.079122,0.025455,-0.00049815
"PC 42:2",0.032778,-0.087128,0.063939,-0.054415,-0.04415,-0.0095617,0.02016,-0.082674
"PC O-18:0_16:0",0.028718,0.0053122,-0.048983,0.043695,-0.06461,0.048322,-0.049023,0.042347
"PC O-30:0",0.030765,0.02455,0.077198,-0.038594,-0.042313,0.042208,0.0027771,0.0063612
"PC O-30:1",0.0049769,-0.0022783,0.036603,-0.052616,-0.011575,0.023055,-0.010983,0.028798
"PC O-31:7",0.054355,-0.20736,0.042097,0.060246,-0.16967,0.089758,0.071749,-0.097716
"PC O-32:0",0.032092,0.00029525,0.088086,-0.0090146,-0.058538,0.060046,0.0079631,0.025187
"PC O-32:1",0.0081662,-0.044741,0.11511,-0.061292,-0.043724,0.050116,0.002219,0.00029754
"PC O-33:0",0.045554,0.0074026,0.061045,-0.0059001,-0.046275,0.051472,-0.011343,0.0019084
"PC O-34:0",0.029652,-0.0052153,0.05844,-0.00972,-0.058989,0.071096,-0.0043041,0.017463
"PC O-36:1",0.042969,-0.026504,0.10832,-0.060324,-0.053932,0.035539,0.050074,-0.040189
"PC O-37:0",0.01632,-0.0031657,0.063883,-0.052339,-0.059937,0.083455,-0.05606,0.023084
