"","Comp. 1","Comp. 2","Comp. 3","Comp. 4","Comp. 5","Comp. 6","Comp. 7","Comp. 8"
"Cer d44:1",0.44395,0.35143,0.33839,0.35017,0.34509,0.34974,0.40071,0.39951
"Cer d43:1",0.43237,0.37522,0.34432,0.50803,0.51093,0.51232,0.52878,0.5263
"PS 36:1",0.43146,0.99299,1.0149,0.93501,0.9064,0.90045,0.8902,0.89104
"SM d42:1",0.42542,0.60853,0.6947,0.65665,0.67046,0.66547,0.68315,0.68385
"SM 46:5;3O",0.42509,0.46242,0.40972,0.59657,0.62386,0.65722,0.66274,0.69307
"FA 28:0 (montanic acid)",0.42307,0.54971,0.53576,0.92632,0.91576,0.91329,0.90535,0.90267
"Cer d42:2 Isomer A",0.42253,0.43012,0.44941,0.49298,0.51833,0.56774,0.57405,0.5762
"PC 38:2",0.42246,0.56403,0.52756,0.62892,0.6116,0.61115,0.62023,0.62169
"SM 34:0;3O",0.41369,0.4188,0.41505,0.39022,0.61389,0.6101,0.611,0.61163
"PI 34:2",0.41334,0.35123,0.4711,0.49431,0.48375,0.49121,0.50041,0.52697
"SM 26:0;2O/18:1",0.40572,0.33351,0.29652,0.36809,0.36275,0.37965,0.42662,0.4252
"TG 54:6 Isomer A",0.39668,0.66741,0.70943,0.67896,0.65893,0.65436,0.64654,0.646
"PC 33:2",0.39605,0.33025,0.31261,0.64388,0.66371,0.66059,0.67292,0.67084
"PE O-18:1_22:6",0.39211,0.34969,0.47067,0.74023,0.72586,0.71893,0.71528,0.71315
"SM 35:1;2O",0.39049,0.62217,0.67725,0.63778,0.68497,0.67622,0.73139,0.72868
"PI 34:2 Isomer B",0.38472,0.9104,0.8178,0.75239,0.76786,0.76291,0.77061,0.80172
"PEtOH 16:0_16:1",0.37773,1.0188,0.95324,0.91214,0.88443,0.88473,0.98362,0.97956
"FA 16:1 (palmitoleic acid)",0.37314,0.56642,0.544,0.9466,0.97672,0.97017,0.9736,0.97123
"PI 32:1",0.37182,1.0255,0.9224,0.86029,0.834,0.82987,0.82226,0.81841
"SM d38:3",0.36864,0.69696,0.62491,0.57514,0.63174,0.62925,0.67873,0.67744
"PC P-36:1 or PC O-36:2 A",0.36822,0.32204,0.629,0.88366,0.88829,0.88158,0.8948,0.8906
"PC 37:3",0.36626,0.35715,0.34617,0.69762,0.68506,0.68464,0.67882,0.67742
"SHexCer 34:1;3O",0.36568,0.2888,0.42715,0.61808,0.59929,0.59204,0.58525,0.58271
"SM 42:0;3O",0.36437,0.28772,0.30629,0.29063,0.61965,0.61483,0.6103,0.60954
"PC 36:5 Isomer D",0.3638,1.0315,0.92649,1.2217,1.1869,1.2169,1.2226,1.2212
"TG 58:8",0.36312,0.98758,0.87496,1.0555,1.0232,1.0559,1.0443,1.0401
"PC P-36:2 or PC O-36:3",0.35877,0.28985,0.62497,0.78417,0.76196,0.75236,0.74887,0.74545
"LPC 20:5",0.35708,0.9215,1.0627,1.0018,0.97378,0.96834,0.95709,0.95613
"PEtOH 18:1_18:1",0.35691,0.72059,0.99909,0.96613,0.99368,1.0189,1.0068,1.0218
"SM d44:3",0.35536,0.82717,0.7885,0.7314,0.87829,0.86693,0.8711,0.87208
"PC 34:4",0.3539,0.75678,0.85029,0.8802,0.99991,0.9914,0.97957,0.98234
"SM d33:1",0.3528,0.63621,0.67833,0.65512,0.67363,0.67208,0.77394,0.77125
"13-HODE",0.34567,0.96095,1.1306,1.1114,1.0775,1.0801,1.0843,1.0898
"LPE O-16:1",0.34363,0.44433,0.42614,0.39948,0.38963,0.4885,0.50672,0.50537
"SM 16:1;2O/16:0",0.34275,0.40106,0.46807,0.46252,0.6526,0.64427,0.68602,0.69648
"acylcarnitine 18:1",0.34195,0.56154,0.56937,0.61487,0.61203,0.60822,0.62292,0.62052
"TG 64:3",0.33683,0.41866,0.43209,0.69847,0.7363,0.74106,0.75013,0.74812
"PEtOH 16:0_16:0",0.32658,0.81111,0.93572,0.90263,0.87902,0.88492,0.91583,0.91896
"cholesterol 3-sulfate",0.32615,0.25787,0.23482,0.39055,0.45286,0.44705,0.44623,0.44595
"PC P-42:4 or PC O-42:5",0.31795,0.32838,0.42083,0.45578,0.47285,0.47338,0.47737,0.47565
"PC O-37:0",0.31686,0.27319,0.27423,0.53663,0.52248,0.54321,0.56261,0.5604
"acylcarnitine 18:2 Isomer A",0.31577,0.95552,0.88338,0.81642,0.79373,0.78573,0.77642,0.77947
"Cer 18:0;2O/24:1",0.31167,0.31822,0.30116,0.28749,0.46964,0.47319,0.48457,0.48359
"SM 30:2;2O (FA 14:0)",0.31078,0.24748,0.73144,0.68196,0.78138,0.79147,0.78217,0.77866
"SM d36:0 Isomer B",0.30768,0.42945,0.49597,0.45724,0.48046,0.4744,0.57418,0.5718
"SM 34:2;3O",0.3049,0.91584,0.82545,0.76161,0.74987,0.75757,0.7973,0.79475
"Cer 18:2;2O/23:0",0.29503,0.27136,0.27659,0.2563,0.28277,0.29912,0.41776,0.41695
"SM d32:1",0.28924,0.25471,0.30932,0.36634,0.36428,0.36051,0.44851,0.45056
"LPC p-18:0",0.2831,0.53371,0.71624,0.68044,0.67206,0.75736,0.75394,0.75105
"HexCer 18:1;2O/24:0",0.28247,0.42165,0.38602,0.50443,0.58849,0.6326,0.62672,0.62383
"SM d39:2 Isomer B",0.27626,0.41739,0.50425,0.46583,0.69521,0.68625,0.70183,0.70591
"PGE2",0.27435,0.37072,0.81262,0.81896,0.81145,0.80975,0.83602,0.85207
"acylcarnitine 10:0",0.27107,0.69339,0.67943,0.81747,0.79505,0.78636,0.78569,0.791
"TG 64:2",0.27055,0.45556,0.40365,0.74348,0.76104,0.7608,0.75198,0.76431
"SM 42:1;3O",0.26772,0.33919,0.38664,0.38597,0.55577,0.55884,0.55613,0.55582
"PI 38:3",0.26492,0.30235,0.31774,0.46187,0.53083,0.52952,0.53923,0.58314
"PC 21:4",0.26148,0.35699,1.2004,1.1688,1.1869,1.1921,1.1791,1.1796
"PC 36:2",0.26121,0.20831,0.34417,0.91547,0.8977,0.8864,0.87614,0.87227
"Cer 18:1;2O/26:0",0.25648,0.50574,0.4498,0.43783,0.58019,0.57896,0.5721,0.56945
"Hex3Cer 18:1;2O/16:0",0.25615,0.24566,0.44281,0.41786,0.4086,0.42599,0.46121,0.46291
"Cer d34:2 Isomer B",0.25244,0.57603,0.68133,0.68773,0.68088,0.74718,0.75682,0.75405
"SM d31:1",0.24491,0.44169,0.39455,0.36377,0.36248,0.35808,0.44671,0.44692
"SM 44:1;2O",0.24489,0.20061,0.27428,0.34133,0.42528,0.42879,0.4508,0.45174
"SM d36:1",0.24145,0.20087,0.33408,0.31087,0.38873,0.39233,0.50771,0.51156
"LPI 18:0",0.24136,0.40441,0.78688,0.79823,0.7786,0.7704,0.76124,0.76547
"SM d39:1",0.23719,0.25902,0.30003,0.32234,0.41226,0.40761,0.50031,0.49953
"acylcarnitine 08:1",0.22986,1.0695,0.96269,0.89687,0.9436,0.93415,0.92771,0.94195
"FA 22:1 (erucic acid)",0.22938,0.50264,0.50209,0.72873,0.71139,0.70626,0.70989,0.72421
"PC O-32:1",0.22642,0.24486,0.66674,0.79338,0.76917,0.7703,0.76222,0.75897
"SM d38:0 Isomer B",0.22508,0.48229,0.48766,0.45041,0.47359,0.47619,0.54247,0.54023
"PI 36:4",0.22289,0.4672,0.45136,0.5054,0.49026,0.55212,0.54553,0.55163
"PI 16:0_16:0",0.22184,0.82195,0.84855,0.78248,0.77706,0.76969,0.76372,0.8301
"Cer d34:2 Isomer A",0.21941,0.32315,0.39673,0.62997,0.73632,0.72693,0.71839,0.72144
"SM d41:1",0.21317,0.20528,0.25178,0.31644,0.32096,0.3171,0.4715,0.47029
"Cer d36:1",0.2105,0.56265,0.50416,0.46376,0.51499,0.54961,0.5908,0.58833
"TG 60:1",0.21035,0.38955,0.4271,0.87159,0.84832,0.83739,0.8289,0.82718
"PEtOH 16:1_18:1",0.20929,0.99469,1.4332,1.3189,1.2933,1.2882,1.3422,1.3359
"LNAPE 18:2_N-19:0",0.20743,0.21464,0.22612,0.37942,0.49116,0.4849,0.54177,0.54736
"TG 47:3 Isomer B",0.20715,0.22432,0.2766,0.69217,0.6864,0.68374,0.67773,0.67593
"PC 36:4 Isomer A",0.20679,0.64529,0.57978,0.96202,0.95196,0.9412,0.93763,0.93372
"SM d41:0",0.20338,0.20301,0.25427,0.25123,0.24478,0.25042,0.38134,0.38421
"TG 36:0",0.20053,0.19614,0.60675,1.0756,1.0503,1.0937,1.0819,1.0811
"SM d40:0 Isomer A",0.19989,0.23094,0.27449,0.6284,0.62472,0.63226,0.65508,0.65274
"MGDG 16:0_20:5",0.19897,0.5517,0.85254,1.0688,1.0504,1.0568,1.0442,1.0486
"PC 35:3",0.19364,0.18996,0.21267,0.75774,0.7553,0.74607,0.73717,0.73533
"Cer-NP t42:0",0.1912,0.91812,0.81918,0.81179,0.82501,0.82606,0.81644,0.81366
"Cer-NDS d43:0",0.1895,0.232,0.43179,0.52522,0.62389,0.61768,0.61089,0.61399
"LPC O-24:1",0.18822,0.56783,0.79201,0.77471,0.8583,0.85099,0.84446,0.84105
"SM d36:0 Isomer A",0.18587,0.14695,0.32076,0.32974,0.45966,0.4625,0.55668,0.5601
"PEtOH 16:1_16:1",0.18553,1.1474,1.2324,1.1648,1.1467,1.156,1.2045,1.1997
"PC 16:0_18:2",0.18526,0.77999,0.7069,0.65233,0.63459,0.62943,0.62264,0.62163
"SM d35:1",0.18262,0.43829,0.58229,0.56042,0.57531,0.56992,0.67235,0.66973
"SM d38:1",0.18175,0.25586,0.24883,0.51824,0.52765,0.53307,0.55402,0.56259
"SM d40:1",0.18024,0.19383,0.23616,0.649,0.63948,0.64487,0.6742,0.67117
"LPC O-20:1",0.18012,1.0258,1.3222,1.2489,1.2201,1.2081,1.1947,1.1916
"SM d40:1 Isomer B",0.17974,0.32546,0.28918,0.26653,0.27343,0.297,0.32969,0.33141
"TG 54:7 Isomer A",0.17339,0.25381,0.47012,0.55654,0.54339,0.53884,0.53714,0.53526
"SM 18:0;2O/21:0",0.17281,0.56752,0.50261,0.5027,0.50295,0.49854,0.6124,0.61052
"GlcCer d40:1",0.16847,0.82697,0.75513,0.69497,0.67449,0.69473,0.71422,0.7137
"Cer d32:1",0.16714,0.58651,0.69735,0.64638,0.65703,0.6611,0.72431,0.7272
"PC 34:2",0.1652,0.68026,0.61815,0.58302,0.57113,0.56557,0.56801,0.56544
"PC 40:4",0.16411,0.74793,0.81613,0.87612,0.98528,0.97659,0.97946,0.975
"SM d41:2 Isomer B",0.16245,0.4665,0.45871,0.57224,0.57598,0.57396,0.6357,0.63375
"PA 18:1_18:1",0.16073,0.29112,0.41325,0.40141,0.42221,0.42388,0.46157,0.46007
"Cer d46:1",0.16023,0.13398,0.49039,0.56087,0.743,0.73357,0.73462,0.73139
"Cer d43:2",0.15837,0.18675,0.2798,0.47209,0.46224,0.45995,0.47697,0.47472
"TG 60:3",0.15647,0.25582,0.25778,0.59797,0.61792,0.61386,0.61112,0.60871
"Cer d38:1",0.15581,0.43749,0.54279,0.54461,0.55745,0.55971,0.63235,0.63179
"SM d40:2 Isomer B",0.15511,0.28754,0.31316,0.71049,0.69733,0.69848,0.70362,0.70272
"LPC 20:2",0.15493,0.5062,0.69865,0.68713,0.67571,0.69195,0.71458,0.71122
"GlcCer d41:1",0.15399,0.91295,0.98948,0.91059,0.88825,0.87952,0.87036,0.8689
"PC 35:2",0.15361,0.19258,0.24039,0.26351,0.25727,0.25486,0.26324,0.2625
"SM 24:1",0.15159,0.17916,0.20004,0.70305,0.76513,0.77828,0.77666,0.77455
"SM d35:2",0.15094,0.14172,0.36917,0.39834,0.48865,0.48601,0.61373,0.61087
"TG 10:0_12:0_18:2",0.14831,1.5012,1.3335,1.2281,1.1916,1.1801,1.166,1.1652
"LPC O-16:0",0.14774,0.42492,0.81743,0.75192,0.7291,0.80676,0.80794,0.80571
"SM d40:0 Isomer B",0.14741,0.37682,0.49898,0.49768,0.48461,0.49726,0.5283,0.52582
"Cer d40:2",0.13932,0.13182,0.14752,0.46518,0.45201,0.5199,0.54903,0.55124
"GlcCer d42:1",0.13661,0.48,0.43537,0.48956,0.48157,0.4887,0.48421,0.482
"FA 17:0 (margaric acid)",0.13029,0.30121,0.27868,0.67176,0.65193,0.64421,0.67484,0.67716
"SM d43:1 Isomer B",0.12807,0.15142,0.38877,0.37237,0.48151,0.47666,0.55621,0.55533
"FA 32:0",0.12724,0.61248,0.59004,0.87683,0.87301,0.86954,0.86457,0.86239
"GlcCerd14:14E/20:02OH",0.12712,0.16934,0.15545,0.21205,0.27734,0.30476,0.39847,0.39679
"SM 22:1;2O/12:0",0.12549,0.14489,0.21228,0.40043,0.40755,0.41624,0.41194,0.41581
"PMeOH 16:0_18:1",0.12445,1.6022,1.6966,1.7835,1.7623,1.7648,1.7537,1.7463
"Cer d42:3",0.1238,0.10988,0.1508,0.21402,0.21038,0.317,0.32818,0.32896
"PC P-34:1 or PC O-34:2 Isomer A",0.119,0.093938,0.26885,0.32653,0.36399,0.35978,0.3558,0.35418
"FA 14:1 (physeteric acid)",0.11779,0.34833,0.60247,0.70445,0.72813,0.73018,0.75188,0.75998
"TG 34:0",0.11772,0.74931,0.80352,1.1393,1.1093,1.1216,1.1104,1.1299
"trihydroxyoctadec-15-enoic acid",0.11633,0.9929,0.87945,0.96309,0.95418,1.0007,0.9891,0.98469
"SM d44:2",0.11206,0.16638,0.14763,0.34321,0.48129,0.48651,0.48891,0.54545
"SM d34:2",0.1114,0.42644,0.38748,0.60415,0.59064,0.60851,0.61992,0.61954
"SM d40:4",0.10574,0.36036,0.31941,0.2958,0.34639,0.37013,0.38645,0.41683
"SM 20:3;2O/24:0",0.1049,0.1607,0.47994,0.51922,0.54859,0.56317,0.55852,0.57759
"PC 40:5 Isomer A",0.10181,1.1198,1.1742,1.1326,1.1049,1.0991,1.0903,1.0852
"SM d37:1 Isomer B",0.10141,0.091335,0.45295,0.43182,0.51963,0.51373,0.5945,0.60133
"PC 30:6",0.099144,0.14006,0.45831,0.61561,0.62022,0.61743,0.62115,0.62313
"FA 14:0 (myristic acid)",0.096243,0.20046,0.68299,0.80152,0.80064,0.79377,0.78482,0.78512
"SM d34:1",0.090315,0.19133,0.21079,0.22808,0.28403,0.30057,0.32526,0.33259
"TG 56:7 Isomer B",0.088601,1.0338,0.92312,0.98673,1.0146,1.0215,1.0099,1.0083
"PC P-36:1 or PC O-36:2 B",0.086235,0.080191,0.24269,0.67797,0.73853,0.72944,0.73666,0.74427
"FA 24:1 (nervonic acid)",0.08484,0.22429,0.41664,0.65337,0.6822,0.67475,0.66724,0.66457
"LPC 20:0",0.080153,0.06329,0.40605,0.3888,0.46013,0.48601,0.54399,0.54208
"TG 58:9",0.072142,0.98003,0.90577,0.89218,0.89593,0.90138,0.89208,0.91122
"SM d42:2 Isomer B",0.070484,0.4042,0.36286,0.33671,0.42472,0.44258,0.44069,0.45365
"PC O-30:1",0.070139,0.090298,0.080364,0.35397,0.34437,0.34125,0.34065,0.34757
"PC P-42:5 or PC O-42:6 Isomer A",0.062415,0.1847,0.59456,0.56975,0.56041,0.55668,0.59033,0.5923
"acylcarnitine 12:1",0.062156,0.088402,1.1316,1.1431,1.1359,1.1343,1.121,1.129
"SM d38:0 Isomer A",0.06195,0.36476,0.32775,0.50816,0.50953,0.51018,0.54802,0.55479
"TG 60:2",0.060934,0.40394,0.42816,0.62318,0.6764,0.67172,0.67319,0.67242
"Cer d39:1",0.050996,0.14853,0.30798,0.32192,0.32348,0.32004,0.38031,0.37893
"acylcarnitine 10:1",0.049505,0.91779,1.2045,1.3704,1.3306,1.314,1.3022,1.3022
"PC P-34:1 or PC O-34:2",0.049264,0.68221,1.0673,1.0819,1.0699,1.0668,1.0646,1.0597
"LPC 20:1",0.049079,0.17458,0.53059,0.55599,0.56538,0.5932,0.63934,0.63722
"PC 38:3",0.047702,0.090227,0.11926,0.1525,0.14792,0.14717,0.14541,0.24263
"PEtOH 16:0_20:4",0.046891,0.6077,0.54694,0.67613,0.68799,0.69021,0.70682,0.70401
"PC 35:2 Isomer B",0.04084,0.20549,0.29767,0.78382,0.76696,0.76982,0.77557,0.77272
"SM 12:1;2O/32:8",0.039313,0.23982,0.46682,0.49052,0.72788,0.72245,0.71493,0.72018
"acylcarnitine 14:1",0.038785,0.38514,0.73357,1.0767,1.0868,1.0892,1.0765,1.0724
"FA 15:0 (pentadecylic acid)",0.036708,0.19601,0.1757,0.84383,0.83068,0.82733,0.82064,0.817
"FA 30:0",0.035831,0.35889,0.35439,0.85275,0.84104,0.84058,0.85481,0.85489
"acylcarnitine 20:1",0.035772,0.17986,0.17217,0.36657,0.57007,0.56509,0.57274,0.57006
"GlcCer d42:2",0.03301,0.67119,0.61402,0.59788,0.65843,0.65204,0.64957,0.64894
"Cer 20:0;2O/26:0",0.025801,0.7102,0.64967,0.72499,0.75476,0.74547,0.74992,0.75048
"SM d34:0",0.02268,0.12709,0.14335,0.24372,0.35709,0.39018,0.4056,0.40757
"FA 22:2 (docosadienoic acid)",0.014877,0.20569,0.20459,0.9347,0.95635,0.94518,0.94278,0.93845
"SM 20:0;2O/22:3",0.014688,0.31691,0.37032,0.559,0.54288,0.55556,0.55051,0.5553
"LPC 18:2",0.007743,0.83271,0.7705,0.7448,0.74906,0.7395,0.75203,0.75928
"SM d32:2",0.0040083,0.67417,0.6037,0.65944,0.68677,0.70425,0.69855,0.70721
"Cer d34:1",0.0020506,0.52456,0.55661,0.55216,0.59737,0.63189,0.66963,0.67221
