"","Comp 1","Comp 2","Comp 3","Comp 4","Comp 5","Comp 6","Comp 7","Comp 8"
"LPE 16:0",-0.079264,0.048299,-0.052142,0.020862,-0.10511,0.053032,-0.017184,0.024405
"LPE 18:0",-0.041831,0.045445,-0.023232,-0.0058291,-0.085871,0.063624,-0.0055093,-0.066067
"LPE 18:1",-0.093426,0.089498,-0.0044409,0.008664,-0.088561,0.02217,-0.002654,0.014499
"LPE 18:2",-0.083139,0.097636,-0.030741,0.0048126,-0.064596,0.0022331,0.029023,0.083781
"LPE 20:4",-0.14473,0.1423,-0.04696,-0.023153,0.062504,-0.031955,0.015355,0.058517
"LPE 22:6",-0.12305,0.12965,-0.07432,0.012307,0.020637,-0.059222,0.0052392,0.081735
"LPE O-16:1",-0.029838,0.041036,-0.024917,0.013227,-0.094191,0.11746,-0.054852,0.0039477
"LPE O-18:1",-0.067542,0.052834,-0.049926,-0.029892,-0.074383,0.098768,-0.015291,-0.021031
"LPI 18:0",-0.002478,0.087521,-0.10746,0.0484,-0.031928,0.014152,-0.023466,0.078651
"LPS 18:0",-0.061701,0.11619,-0.085851,0.034855,-0.078428,0.039115,-0.044819,0.034454
"MG 20:4",-0.074808,-0.027016,0.10101,-0.039705,0.083182,0.031097,0.0099796,-0.025428
"MGDG 16:0_20:5",-0.011155,-0.019422,-0.0077556,0.071179,-0.025178,0.061572,-0.035866,0.070412
"N-docosanoyl-4-sphingenyl-1-O-phosphorylcholine",-0.046484,-0.048096,0.049039,-0.059034,0.019482,0.037272,-0.04845,0.045478
"OxPC 36:3+1O",0.055508,-0.078591,0.026512,0.021309,-0.077297,0.023989,-0.037497,0.052952
"PA 18:1_18:1",0.017737,0.0076337,-0.046699,0.030638,-0.053511,0.059221,-0.065183,0.0059753
"palmitoyl ethanolamide",-0.049243,0.046366,-0.12128,0.092253,-0.089527,0.094998,0.0015039,-0.0075795
"PC 14:0_16:1",0.079106,0.010317,0.0060535,-0.039597,-0.0099599,-0.015172,0.034995,0.021623
