"identifier","annotation","ion_species","InChiKey","mz","ret_time","ESI_mode"
"2.14_764.55","PC 30:0 ","[M+Hac-H]-","RFVFQQWKPSOBED-UHFFFAOYSA-N","764.55119999999999","2.1360000000000001","ESI neg"
"1.31_716.43","PC 30:6 ","[M+Na]+","UEAGIABUXIUQCP-OOKUQGPRSA-N","716.42629999999997","1.3080000000000001","ESI pos"
"2.21_720.55_2.26_742.54","PC 31:0 ","[M+H]+_[M+Na]+","NPGWXTIWUUFYAB-DIPNUNPCSA-N","720.5541_742.5359","2.2305000000000001","ESI pos"
"1.99_718.54","PC 31:1 ","[M+H]+","QFVHCMLUKNHDSH-WTWBAFHPSA-N","718.5385","1.986","ESI pos"
"2.30_734.57_2.33_756.55","PC 32:0 ","[M+H]+_[M+Na]+","KILNVBDSWZSGLL-KXQOOQHDSA-N","734.5718_756.551","2.3115000000000001","ESI pos"
"2.11_732.56_2.11_754.54","PC 32:1 ","[M+H]+_[M+Na]+","QIBZFHLFHCIUOT-NPBIGWJUSA-N","732.5558_754.5367","2.1080000000000001","ESI pos"
"1.92_730.54","PC 32:2 ","[M+H]+","GPWHCUUIQMGELX-VHQDNGOZSA-N","730.53779999999995","1.917","ESI pos"
"2.45_748.59","PC 33:0 ","[M+H]+","FHENRYRLCPXONH-LDLOPFEMSA-N","748.58640000000003","2.4460000000000002","ESI pos"
"2.23_746.57","PC 33:1 ","[M+H]+","OFRWLQSOUIZELQ-VEAYGOGPSA-N","746.57010000000002","2.226","ESI pos"
"2.04_744.55","PC 33:2 ","[M+H]+","SBNDHGBVMZMSNL-UESLNCBNSA-N","744.5548","2.0369999999999999","ESI pos"
"2.06_742.54","PC 33:3 ","[M+H]+","MEMAURRDSIYTGR-ASMNEVJASA-N","742.53719999999998","2.0649999999999999","ESI pos"
"2.57_762.60_2.57_784.58","PC 34:0 ","[M+H]+_[M+Na]+","PZNPLUBHRSSFHT-RRHRGVEJSA-N","762.6021_784.5823","2.5710000000000002","ESI pos"
"2.41_818.59","PC 34:1 ","[M+Hac-H]-","WTJKGGKOPKCXLL-MRCUWXFGSA-N","818.59130000000005","2.41","ESI neg"
"2.21_816.58","PC 34:2 ","[M+Hac-H]- ","JLPULHDHAOZNQI-ZTIMHPMXSA-N","816.57579999999996","2.2120000000000002","ESI neg"
"1.98_756.55_1.99_778.54","PC 34:3 Isomer B ","[M+H]+_[M+Na]+","VKVSSDKCKXJFIM-AFYHZPHLSA-N","756.5535_778.5366","1.9824999999999999","ESI pos"
"1.88_754.54","PC 34:4 ","[M+H]+","YWDDIWXKFJEMKF-JTZVLWBESA-N","754.5376","1.875","ESI pos"
"2.46_774.60","PC 35:1 ","[M+H]+PC 35:1 ",NA,"774.60119999999995","2.4609999999999999","ESI pos"
"2.32_830.59","PC 35:2 ","[M+Hac-H]- ","ZSKWZJYUVZYDQU-WESJWMGVSA-N","830.58939999999996","2.3220000000000001","ESI neg"
"2.26_772.59","PC 35:2 Isomer B ","[M+H]+","MJWAVUYQCBFFHQ-WESJWMGVSA-N","772.58529999999996","2.262","ESI pos"
"2.08_770.57","PC 35:3 ","[M+H]+","AYXGHIQPMDYMJC-AHMBLZLYSA-N","770.56880000000001","2.0760000000000001","ESI pos"
"2.18_826.56","PC 35:4 ","[M+Hac-H]-","LYNZMLHNPYEREG-ZHMZGHMTSA-N","826.56119999999999","2.177","ESI neg"
"2.80_790.63","PC 36:0 ","[M+H]+","NRJAVPSFFCBXDT-UHFFFAOYSA-N","790.63409999999999","2.8039999999999998","ESI pos"
"2.65_846.62","PC 36:1 ","[M+Hac-H]- ","ATHVAWFAEPLPPQ-VRDBWYNSSA-N","846.62450000000001","2.6520000000000001","ESI neg"
"2.39_786.60_2.39_808.58","PC 36:2 ","[M+H]+_[M+Na]+","SNKAWJBJQDLSFF-NVKMUCNASA-N","786.6037_808.5817","2.3919999999999999","ESI pos"
"2.27_842.59","PC 36:3 Isomer B ","[M+Hac-H]- ","YPAZQMWFRMHBBM-CLKMJQEKSA-N","842.59050000000002","2.266","ESI neg"
"1.98_782.57_1.98_804.55","PC 36:4 Isomer A ","[M+H]+_[M+Na]+","NKQPOVROGSWLTO-NVPMBMBWSA-N","782.5709_804.5513","1.9830000000000001","ESI pos"
"2.17_840.58","PC 36:4 Isomer B ","[M+Hac-H]-","IIZPXYDJLKNOIY-JXPKJXOSSA-N","840.57569999999998","2.1709999999999998","ESI neg"
"2.11_782.57_2.11_804.55","PC 36:4 Isomer C ","[M+H]+_[M+Na]+","IIZPXYDJLKNOIY-JXPKJXOSSA-N","782.5731_804.5518","2.1085000000000003","ESI pos"
"1.96_780.55_1.96_802.53","PC 36:5 Isomer D ","[M+H]+_[M+Na]+","SUZYROYNFNQALJ-MHEIZRSESA-N","780.5543_802.532","1.962","ESI pos"
"2.32_798.60","PC 37:3 ","[M+H]+","OOYQEEUUQRMQKL-JUUDQZDJSA-N","798.60140000000001","2.3199999999999998","ESI pos"
"2.22_796.58","PC 37:4 ","[M+H]+","QRPUCJXFPYFTMB-FBFLODOBSA-N","796.5847","2.2189999999999999","ESI pos"
"2.79_816.65","PC 38:1 ","[M+H]+",NA,"816.64760000000001","2.7930000000000001","ESI pos"
"2.67_872.64","PC 38:2 ","[M+Hac-H]-","ZQLPLCXRBVPKGP-UHFFFAOYSA-N","872.6404","2.6669999999999998","ESI neg"
"2.52_870.62","PC 38:3 ","[M+Hac-H]-","LLUINWFQEIMZRU-UHFFFAOYSA-N","870.62350000000004","2.5209999999999999","ESI neg"
"2.42_868.61","PC 38:4 Isomer B ","[M+Hac-H]-","HUAVKOMRGUBYMK-UHFFFAOYSA-N","868.60749999999996","2.419","ESI neg"
"2.35_810.60_2.35_832.58","PC 38:4 Isomer C ","[M+H]+_[M+Na]+","PSVRFUPOQYJOOZ-QNPWAGBNSA-N","810.6012_832.5834","2.3460000000000001","ESI pos"
"2.12_808.59","PC 38:5 Isomer A ","[M+H]+","SUACBSWYGWBPFC-GPUJSUHJSA-N","808.58529999999996","2.1219999999999999","ESI pos"
"2.19_808.59","PC 38:5 Isomer B ","[M+H]+","YLWBKBDNHWQEFU-YJXJLLHLSA-N","808.58540000000005","2.19","ESI pos"
"1.97_806.57","PC 38:6 Isomer A ","[M+H]+","PLZBTDKJYHXIEW-DZUXOTHRSA-N","806.56979999999999","1.9650000000000001","ESI pos"
"3.03_844.68","PC 40:1 ","[M+H]+","BTLDQGKXGHSRQN-FCQUAONHSA-N","844.67859999999996","3.028","ESI pos"
"2.52_838.63","PC 40:4 ","[M+H]+","FHUAYOMRHXZKHT-JUGJLYODSA-N","838.63239999999996","2.5150000000000001","ESI pos"
"2.34_836.62","PC 40:5 Isomer A ","[M+H]+","IJTJDJOOHZVSAC-NDRUHXFFSA-N","836.61590000000001","2.3420000000000001","ESI pos"
"2.44_836.62","PC 40:5 Isomer B ","[M+H]+","SFESOYFQZQJCOY-FXYWPAEZSA-N","836.61659999999995","2.4420000000000002","ESI pos"
"2.27_834.60_2.27_856.58","PC 40:6 Isomer B ","[M+H]+_[M+Na]+","TYRTWVKQVGNGSZ-RGBTVBCDSA-N","834.6014_856.583","2.2725","ESI pos"
"2.06_832.59","PC 40:7 Isomer B ","[M+H]+","BPUROMFCPFGBOT-ZEGPSQTJSA-N","832.58550000000002","2.0569999999999999","ESI pos"
"3.04_870.70","PC 42:2 ","[M+H]+","LZCAQCSFNYERJW-HKOLQMFGSA-N","870.69600000000003","3.0409999999999999","ESI pos"
"2.79_806.63","PC O-18:0_16:0 ","[M+Hac-H]-","GTFLTTXDLGEBAI-UHFFFAOYSA-N","806.62670000000003","2.7850000000000001","ESI neg"
"2.23_692.56","PC O-30:0 ","[M+H]+","QWXGXDFYLSOKRF-UHFFFAOYSA-N","692.55809999999997","2.2290000000000001","ESI pos"
"2.19_690.54","PC O-30:1 ","[M+H]+","CNXQXEMKYGYFSY-ZCXUNETKSA-N","690.54200000000003","2.1930000000000001","ESI pos"
"0.58_692.46","PC O-31:7 ","[M+H]+","ANUFGDKBXWACSN-KGJCVUFKSA-N","692.46119999999996","0.57999999999999996","ESI pos"
"2.48_720.59","PC O-32:0 ","[M+H]+","SVWBXNAUENUONE-LDLOPFEMSA-N","720.59220000000005","2.4750000000000001","ESI pos"
"2.44_718.58","PC O-32:1 ","[M+H]+","BXQUYBIIGCTQFV-VLGSPTGOSA-N","718.57510000000002","2.444","ESI pos"
"2.59_734.60","PC O-33:0 ","[M+H]+","LXEGSWFXNDUGIV-UHFFFAOYSA-N","734.60400000000004","2.59","ESI pos"
"2.72_748.62","PC O-34:0 ","[M+H]+","ZKTXOJMFIAILJG-VQJSHJPSSA-N","748.62159999999994","2.72","ESI pos"
"2.74_774.64","PC O-36:1 ","[M+H]+","CTZJPIRYGNJXMR-MRCUWXFGSA-N","774.63810000000001","2.738","ESI pos"
"2.81_790.68","PC O-37:0 ","[M+H]+","LBZZFYDZWFULSD-UHFFFAOYSA-N","790.67930000000001","2.8069999999999999","ESI pos"
"2.96_828.68","PC O-40:2 or PC 40:2e ","[M+H]+","VISUXPRSUNICAX-VYEFPUSRSA-N","828.68489999999997","2.9620000000000002","ESI pos"
"3.16_856.72","PC O-42:2 or PC 42:2e ","[M+H]+","URDZVAHPTRQDFK-AKXWPXBYSA-N","856.7165","3.1619999999999999","ESI pos"
"2.56_804.61","PC P-34:0 or PC O-34:1 ","[M+Hac-H]-","QCGUXAIDEOWPBV-SNKLRXETSA-N","804.60519999999997","2.556","ESI neg"
"2.30_744.59","PC P-34:1 or PC O-34:2 ","[M+H]+","MBRHHFWRXQYYAN-JEPFLRBFSA-N","744.59090000000003","2.2989999999999999","ESI pos"
"2.36_802.59","PC P-34:1 or PC O-34:2 Isomer A ","[M+Hac-H]-","MBRHHFWRXQYYAN-RTVLTNFHSA-N","802.59209999999996","2.3559999999999999","ESI neg"
"2.25_742.57","PC P-34:2 or PC O-34:3 ","[M+H]+","QEWRXEALGMKRGP-MZWPLUPDSA-N","742.57479999999998","2.254","ESI pos"
"2.52_772.62","PC P-36:1 or PC O-36:2 A ","[M+H]+","ZYLPVUZBZNMVMR-ZBBHDILGSA-N","772.62099999999998","2.5190000000000001","ESI pos"
"2.69_772.62","PC P-36:1 or PC O-36:2 B ","[M+H]+","ZYLPVUZBZNMVMR-ZBBHDILGSA-N","772.62049999999999","2.694","ESI pos"
"2.49_770.61","PC P-36:2 or PC O-36:3 ","[M+H]+","DIHWZUCEXWUHOD-IIVNATNGSA-N","770.60550000000001","2.4860000000000002","ESI pos"
"2.25_768.59","PC P-36:3 or PC O-36:4 ","[M+H]+","PYVYDRMXPDZRIS-FINMKEMFSA-N","768.59059999999999","2.2490000000000001","ESI pos"
"2.21_766.57","PC P-36:4 or PC O-36:5 ","[M+H]+","RWVKPDIHPPTVRQ-HWGQMOSASA-N","766.57449999999994","2.2069999999999999","ESI pos"
"2.48_796.62","PC P-38:3 or PC O-38:4 Isomer B ","[M+H]+","GWBOVQHRCURSPU-QMFAPAEZSA-N","796.62090000000001","2.4849999999999999","ESI pos"
"2.25_794.61","PC P-38:4 or PC O-38:5 Isomer A ","[M+H]+","YPAPIRJFGNBODV-AMFPDOHCSA-N","794.60630000000003","2.2549999999999999","ESI pos"
"2.48_822.64","PC P-40:4 or PC O-40:5 ","[M+H]+","UWNFEVACEPZILS-RNNLSGHUSA-N","822.63699999999994","2.4750000000000001","ESI pos"
"2.41_820.63","PC P-40:5 or PC O-40:6 ","[M+H]+","KUHMJRMPHBRAMY-DDURNVNNSA-N","820.62540000000001","2.4119999999999999","ESI pos"
"2.98_854.70","PC P-42:2 or PC O-42:3 ","[M+H]+",NA,"854.69920000000002","2.9780000000000002","ESI pos"
"2.71_850.67","PC P-42:4 or PC O-42:5 ","[M+H]+","NLEDXBSUDVLSEN-UFFJXODHSA-N","850.66639999999995","2.714","ESI pos"
"2.50_848.65","PC P-42:5 or PC O-42:6 Isomer A ","[M+H]+","QZMFOSCFDWPISC-KQHSIIGPSA-N","848.65359999999998","2.4990000000000001","ESI pos"
"2.93_878.70","PC P-44:4 or PC O-44:5 ","[M+H]+","CEZAZXUWDFPTTE-FHIJIHMSSA-N","878.69899999999996","2.93","ESI pos"
"2.26_714.51","PE 16:1_18:1 ","[M-H]-","HGDJXBPLHZFXGO-LBXGSASVSA-N","714.50609999999995","2.2589999999999999","ESI neg"
"2.46_716.52","PE 34:1 ","[M-H]-","RECBGBLFDMTQRS-SGEDCAFJSA-N","716.52229999999997","2.456","ESI neg"
"2.21_716.52_2.21_738.51","PE 34:2 ","[M+H]+_[M+Na]+","HBZNVZIRJWODIB-NHCUFCNUSA-N","716.5231_738.5054","2.2095000000000002","ESI pos"
"2.64_746.57","PE 36:1 ","[M+H]+","JQKOHRZNEOQNJE-ZZEZOPTASA-N","746.5693","2.6419999999999999","ESI pos"
"2.43_744.55","PE 36:2 ","[M+H]+",NA,"744.55330000000004","2.4260000000000002","ESI pos"
"2.29_740.52","PE 36:3 ","[M-H]-","GKAFCSRKMWFPSJ-RQOIEFAZSA-N","740.52200000000005","2.2869999999999999","ESI neg"
"2.16_740.52","PE 36:4 ","[M+H]+","KZLUVTCXBFEIFJ-XGLJQOENSA-N","740.5231","2.1619999999999999","ESI pos"
"2.46_766.54","PE 38:4 ","[M-H]-","ICYDFONFTSPCRL-BHYOAKPMSA-N","766.53779999999995","2.4609999999999999","ESI neg"
"2.23_764.52","PE 38:5 ","[M-H]-","ZYMZKMQPPJPQHY-HAGCXRLMSA-N","764.52229999999997","2.2330000000000001","ESI neg"
"2.09_764.52","PE 38:6 ","[M+H]+","LFGBKOUQHCWBQI-BZGLIJSBSA-N","764.52170000000001","2.0939999999999999","ESI pos"
"2.13_762.51","PE 38:6 Isomer B ","[M-H]-","MPWUZHVZZKSTPV-LGFBOSHVSA-N","762.50890000000004","2.1339999999999999","ESI neg"
"2.52_702.54","PE O-16:1_18:1 ","[M+H]+","RFPQMVKZNQOUGY-KXYOHKLBSA-N","702.54399999999998","2.5179999999999998","ESI pos"
"2.32_700.53","PE O-16:1_18:2 ","[M+H]+","RIQAKBUOHSSMTC-PNBIJBBKSA-N","700.52719999999999","2.3210000000000002","ESI pos"
"2.19_748.53","PE O-16:1_22:6 ","[M+H]+","KGCPGAKRLOCUEV-ZLXBYIIJSA-N","748.52919999999995","2.1949999999999998","ESI pos"
"2.42_702.55","PE O-18:1_16:0 ","[M-H]-","HEASGCOZOMIKFU-WUVHBKSUSA-N","702.54970000000003","2.4159999999999999","ESI neg"
"2.48_774.54","PE O-18:1_22:6 ","[M-H]-","IVBLZGVNSKPGOR-XAJDCCMMSA-N","774.54399999999998","2.484","ESI neg"
"2.34_748.53","PE O-38:6 Isomer A ","[M-H]-","YJPYELPDWSEQHM-KTUZNUCGSA-N","748.52769999999998","2.3370000000000002","ESI neg"
"2.77_780.59","PE O-40:4 ","[M-H]-","JWICLJISDBHCTF-MAZCIEHSSA-N","780.58680000000004","2.7669999999999999","ESI neg"
"2.74_778.57","PE O-40:5 Isomer B ","[M-H]-","GZMXKUALKXYCMM-XSEHFSNESA-N","778.57399999999996","2.7370000000000001","ESI neg"
"2.56_776.56","PE O-40:6 Isomer B ","[M-H]-","NKXPONDLZHZZND-PKBJNFAXSA-N","776.55640000000005","2.5619999999999998","ESI neg"
"2.58_700.53","PE P-34:1 or PE O-34:2 ","[M-H]-","ZOSSFCIAXYNTHL-CSTBBDSDSA-N","700.52859999999998","2.5760000000000001","ESI neg"
"2.76_730.57","PE P-36:1 or PE O-36:2 ","[M+H]+",NA,"730.5729","2.7589999999999999","ESI pos"
"2.55_728.56","PE P-36:2 or PE O-36:3 ","[M+H]+","CFANDHZPOSNKNO-UDHSZFGOSA-N","728.55909999999994","2.5510000000000002","ESI pos"
"2.27_724.53","PE P-36:4 or PE O-36:5 ","[M+H]+","ADWDFBQPQIEGRZ-XBICFDGKSA-N","724.52719999999999","2.2679999999999998","ESI pos"
"2.57_750.54","PE P-38:4 or PE O-38:5 ","[M-H]-","URPXXNCTXCOATD-FXMFQVEGSA-N","750.54359999999997","2.5680000000000001","ESI neg"
"2.28_750.54","PE P-38:5 or PE O-38:6 ","[M+H]+","IQSPCSIULMCRPM-ZAJUHDLGSA-N","750.54309999999998","2.2799999999999998","ESI pos"
"2.68_780.59","PE P-40:4 or PE O-40:5 Isomer A ","[M+H]+",NA,"780.59079999999994","2.677","ESI pos"
"2.43_776.56","PE-O 18:1_22:6 ","[M+H]+","FIJFPUAJUDAZEY-UHFFFAOYSA-N","776.55719999999997","2.4289999999999998","ESI pos"
"2.25_675.50","PEtOH 16:0_16:0 ","[M-H]-","UYHAERNXVVKSCT-UHFFFAOYSA-N","675.49540000000002","2.2469999999999999","ESI neg"
"2.04_673.48","PEtOH 16:0_16:1 ","[M-H]-","MLHVKKWOXVSPDG-VLGSPTGOSA-N","673.47979999999995","2.0419999999999998","ESI neg"
"2.21_701.51","PEtOH 16:0_18:1 ","[M-H]-","JCABVIFDXFFRMT-VXPUYCOJSA-N","701.51239999999996","2.2130000000000001","ESI neg"
"1.99_723.50","PEtOH 16:0_20:4 ","[M-H]-","QTIJJMLOUMWMQQ-BUPHOURSSA-N","723.49590000000001","1.994","ESI neg"
"2.04_671.47","PEtOH 16:1_16:1 ","[M-H]-","BHQKOVPFLAAQTH-IQRFGFHNSA-N","671.46579999999994","2.04","ESI neg"
"2.04_699.50","PEtOH 16:1_18:1 ","[M-H]-","SQEHUBDFCCVGCJ-FRKBGCJLSA-N","699.49699999999996","2.0390000000000001","ESI neg"
"2.25_727.53","PEtOH 18:1_18:1 ","[M-H]-","JSNRLDUOKDFFEU-WRBBJXAJSA-N","727.52859999999998","2.246","ESI neg"
"2.02_749.51","PEtOH 18:1_20:4 ","[M-H]-","GPUYXMCSIACMOK-YBDJVEANSA-N","749.51260000000002","2.0190000000000001","ESI neg"
"2.43_729.54","PEtOH 36:1 ","[M-H]-","LFYQADSKGJQQJD-XDOYNYLZSA-N","729.54300000000001","2.4319999999999999","ESI neg"
"0.21_788.97","PFAP-FT_diPAP ","[M-H]-","ZDYYWMSLMLTXDM-UHFFFAOYSA-N","788.97299999999996","0.214","ESI neg"
"0.24_351.22","PGE2 ","[M-H]-","XEYBRNLFEZDVAW-ARSRFYASSA-N","351.2174","0.24399999999999999","ESI neg"
"2.32_722.51","Phosphatidylethanolamine alkenyl 16:0-20:4 ","[M-H]-","QDRJMAHGAQYRIN-PKKQLAOCSA-N","722.51220000000001","2.323","ESI neg"
"2.60_726.55","Phosphatidylethanolamine alkenyl 18:0-18:2 ","[M-H]-","QBAQUPWJTLVJBD-CZAAGYDRSA-N","726.54759999999999","2.5990000000000002","ESI neg"
"2.02_809.51","PI 16:0_16:0 ","[M-H]-","IBUKXRINTKQBRQ-UHFFFAOYSA-N","809.51430000000005","2.0179999999999998","ESI neg"
"2.09_887.56","PI 18:0_20:4 ","[M+H]+","KRTOMQDUKGRFDJ-UHFFFAOYSA-N","887.56389999999999","2.093","ESI pos"
"1.69_807.51","PI 32:1 ","[M-H]-","RNXWIPLNUTUDRT-YHSIYXGOSA-N","807.50930000000005","1.6870000000000001","ESI neg"
"2.03_835.53","PI 34:1 Isomer A ","[M-H]- ","PDLAMJKMOKWLAJ-AGORXRROSA-N","835.53359999999998","2.0339999999999998","ESI neg"
"1.91_857.51","PI 34:2 ","[M+Na]+","GIASXRZRWQSUOZ-QGLGPCELSA-N","857.51289999999995","1.9059999999999999","ESI pos"
"1.88_833.52","PI 34:2 Isomer B ","[M-H]-","GXAHXPDRXNWFIX-UHFFFAOYSA-N","833.51760000000002","1.8759999999999999","ESI neg"
"2.26_863.57","PI 36:1 Isomer A ","[M-H]- ","YOBFISPJJWPPTK-JUCSSFOXSA-N","863.56560000000002","2.258","ESI neg"
"1.84_857.52","PI 36:4 ","[M-H]-","WPXXYOUAQYYXER-BFRKKRKTSA-N","857.51859999999999","1.8420000000000001","ESI neg"
"2.14_887.56","PI 38:3 ","[M-H]-","VVADTISLHXZLIB-WNWAWKNRSA-N","887.5643","2.137","ESI neg"
"2.06_885.55","PI 38:4 ","[M-H]- ","KRTOMQDUKGRFDJ-MWZLTEOLSA-N","885.54819999999995","2.0550000000000002","ESI neg"
"2.06_687.50","PMeOH 16:0_18:1 ","[M-H]-","VAARQXKGNHCRDF-HNENSFHCSA-N","687.49609999999996","2.0579999999999998","ESI neg"
"2.09_810.53","PS 16:0_22:4 ","[M-H]-","BAGQGBPETWVHAA-BHYOAKPMSA-N","810.52809999999999","2.089","ESI neg"
"2.03_834.53","PS 18:0_22:6 ","[M-H]-","LYYHRRPTEXPVOR-UHFFFAOYSA-N","834.52909999999997","2.0270000000000001","ESI neg"
"2.31_788.54","PS 36:1 ","[M-H]-","AJFWREUFUPEYII-UHFFFAOYSA-N","788.54340000000002","2.3079999999999998","ESI neg"
"2.12_786.53","PS 36:2 ","[M-H]-","WTBFLCSPLLEDEM-UHFFFAOYSA-N","786.52779999999996","2.121","ESI neg"
"2.17_812.54","PS 38:3 ","[M-H]-","WHUMBFDYURAXQS-UHFFFAOYSA-N","812.54380000000003","2.1739999999999999","ESI neg"
"2.24_838.56","PS 40:4 ","[M-H]-","LJUFXCVFKSJRPV-UHFFFAOYSA-N","838.55840000000001","2.2440000000000002","ESI neg"
"1.76_794.51","SHexCer 34:1;3O ","[M-H]-","JRFKMQPJBVVBJJ-HNENSFHCNA-N","794.50990000000002","1.758","ESI neg"
"1.79_778.51","SHexCer d34:1 ","[M-H]-","XJVULJZLBYKHPR-ZZEZOPTASA-N","778.51369999999997","1.792","ESI neg"
"1.98_827.60","SM 12:1;2O/32:8 ","[M+H]+","OQIWXZOPYYGVRQ-KBKSMPMVSA-N","827.59860000000003","1.978","ESI pos"
"1.87_719.54","SM 16:1;2O/16:0 ","[M+FA-H]-","RPTUKVYGSPDHGQ-PSALXKTOSA-N","719.53809999999999","1.8740000000000001","ESI neg"
"2.69_775.66","SM 18:0;2O/21:0 ","[M+H]+","RKFZWGKFJRROLE-UHFFFAOYSA-N","775.65909999999997","2.6909999999999998","ESI pos"
"2.64_855.66","SM 20:0;2O/22:3 ","[M+FA-H]-","BCTOQCAZSBNMRM-UHFFFAOYSA-N","855.6617","2.6389999999999998","ESI neg"
"2.81_839.70","SM 20:3;2O/24:0 ","[M+H]+","CJWKFVAVABUHAE-JNWHQOFSSA-N","839.70029999999997","2.806","ESI pos"
"2.12_747.57","SM 22:1;2O/12:0 ","[M+FA-H]-","OAUYZGOKCOOZQY-KHDLYOHESA-N","747.56500000000005","2.125","ESI neg"
"2.79_813.69_2.79_835.67","SM 24:1 ","[M+H]+_[M+Na]+","WKZHECFHXLTOLJ-QYKFWSDSSA-N","813.6896_835.6672","2.7934999999999999","ESI pos"
"2.34_783.64","SM 25:2;2O/15:1 ","[M+H]+","JBQDYUPDGKCATP-TXCPKXGHSA-N","783.6354","2.3380000000000001","ESI pos"
"3.32_901.74","SM 26:0;2O/18:1 ","[M+Hac-H]-","SOVXFUWAPHISDA-UHFFFAOYSA-N","901.7373","3.3180000000000001","ESI neg"
"2.97_855.70","SM 30:2;2O (FA 14:0) ","[M+H]+","UKMFJSXXKFILSZ-CLPWHFLUSA-N","855.70219999999995","2.97","ESI pos"
"2.23_693.56","SM 32:0;3O ","[M+H]+","NBQFCWGLZDZGQW-UHFFFAOYSA-N","693.55700000000002","2.2269999999999999","ESI pos"
"1.97_721.59","SM 34:0;3O ","[M+H]+","AEPRVLRKSXEZQJ-UHFFFAOYSA-N","721.58699999999999","1.9650000000000001","ESI pos"
"1.77_717.55","SM 34:2;3O ","[M+H]+","JMOURNFROFBOII-IDDCRRPISA-N","717.55430000000001","1.77","ESI pos"
"2.20_739.57","SM 35:1;2O ","[M+Na]+","NZVSGOQOFUVMHA-QOSDPKFLSA-N","739.57309999999995","2.198","ESI pos"
"2.25_769.59","SM 38:4;3O ","[M+H]+","TXPHQQBLLBPGPI-LTFXTMEVSA-N","769.59339999999997","2.2490000000000001","ESI pos"
"2.93_833.71","SM 42:0;3O ","[M+H]+","QOANPDGQAVGULE-UHFFFAOYSA-N","833.70839999999998","2.9340000000000002","ESI pos"
"2.68_831.69","SM 42:1;3O ","[M+H]+","PGBVCNBXYRUHSM-FCQUAONHSA-N","831.69420000000002","2.681","ESI pos"
"2.73_829.68","SM 42:2;3O ","[M+H]+","KJIZRYXAVOKYMQ-CTRILWCZSA-N","829.67840000000001","2.7290000000000001","ESI pos"
"2.48_823.64","SM 42:5;3O ","[M+H]+","GEMQHTDVCJDVFM-NIUCGTTNSA-N","823.63779999999997","2.4769999999999999","ESI pos"
"1.72_819.59","SM 42:7;3O ","[M+H]+","IINZWIWNQHXSFK-SPRSFGERSA-N","819.5942","1.718","ESI pos"
"3.26_865.71","SM 44:1;2O ","[M+Na]+","ICUBQMRRQYLOPA-ZCXUNETKSA-N","865.70979999999997","3.2639999999999998","ESI pos"
"2.93_879.70","SM 46:5;3O ","[M+H]+","OHEVRWBQEIUTTH-BPRLVAOOSA-N","879.70420000000001","2.931","ESI pos"
"1.60_647.51_1.60_669.49","SM d30:1 ","[M+H]+_[M+Na]+","HZCLJRFPXMKWHR-FEBLJDHQSA-N","647.5123_669.4882","1.5994999999999999","ESI pos"
"1.71_661.53","SM d31:1 ","[M+H]+","FJYURYAFGRADQP-WSYRTZMQSA-N","661.52850000000001","1.708","ESI pos"
"1.87_733.55","SM d32:1 ","[M+Hac-H]- ","KYICBZWZQPCUMO-PSALXKTOSA-N","733.54930000000002","1.8720000000000001","ESI neg"
"1.63_673.53","SM d32:2 ","[M+H]+","PEJGMBUENJSLLH-RHAKMSQVSA-N","673.52800000000002","1.627","ESI pos"
"1.96_689.56_1.95_711.54","SM d33:1 ","[M+H]+_[M+Na]+","LQINJRUGTUOHGS-YPDYIYJKSA-N","689.561_711.5438","1.9570000000000001","ESI pos"
"2.16_705.59_2.16_727.57","SM d34:0 ","[M+H]+_[M+Na]+","QHZIGNLCLJPLCU-QPPIDDCLSA-N","705.5904_727.5724","2.161","ESI pos"
"2.12_761.58","SM d34:1 ","[M+Hac-H]-","RWKUXQNLWDTSLO-GWQJGLRPSA-N","761.58069999999998","2.1240000000000001","ESI neg"
"1.85_701.56_1.85_723.54","SM d34:2 ","[M+H]+_[M+Na]+","YLWSJLLZUHSIEA-CKSUKHGVSA-N","701.5606_723.5411","1.8545","ESI pos"
"2.19_717.59","SM d35:1 ","[M+H]+","LDJGVBCPOLCJJN-DQRAZIAOSA-N","717.59019999999998","2.1949999999999998","ESI pos"
"1.98_715.58","SM d35:2 ","[M+H]+","HVVDGWWLGYBUAB-JYDNXXCZSA-N","715.57510000000002","1.9770000000000001","ESI pos"
"2.32_733.61","SM d36:0 Isomer A ","[M+H]+","JCELSEVNSMXGKA-IOLBBIBUSA-N","733.61419999999998","2.3239999999999998","ESI pos"
"2.42_733.62","SM d36:0 Isomer B ","[M+H]+","ZGVJYAAWNDFHCO-UHFFFAOYSA-N","733.62130000000002","2.4180000000000001","ESI pos"
"2.32_731.61_2.32_753.59","SM d36:1 ","[M+H]+_[M+Na]+","LKQLRGMMMAHREN-YJFXYUILSA-N","731.6072_753.5894","2.3195000000000001","ESI pos"
"2.10_729.59_2.10_751.57","SM d36:2 ","[M+H]+_[M+Na]+","NBEADXWAAWCCDG-QDDWGVBQSA-N","729.5912_751.5728","2.0975000000000001","ESI pos"
"2.45_745.62","SM d37:1 Isomer B ","[M+H]+","CCIVNUZPQKBOGQ-DQRAZIAOSA-N","745.61969999999997","2.448","ESI pos"
"2.57_761.65","SM d38:0 Isomer A ","[M+H]+","UGRZESKDAPEULH-ACEXITHZSA-N","761.64520000000005","2.573","ESI pos"
