"identifier","annotation","ion_species","InChiKey","mz","ret_time","ESI_mode"
"2.66_761.65","SM d38:0 Isomer B ","[M+H]+","WZSCABKLRFKQRR-UHFFFAOYSA-N","761.65340000000003","2.657","ESI pos"
"2.57_759.64","SM d38:1 ","[M+H]+","AADLTHQNYQJHQV-SVLGDMRNSA-N","759.63840000000005","2.57","ESI pos"
"2.34_757.62","SM d38:2 ","[M+H]+","MDRFMTLYKHBJTF-NQYLGBTJSA-N","757.62189999999998","2.343","ESI pos"
"2.12_755.61","SM d38:3 ","[M+H]+","KULNRFSPBZSGEG-FKXCBRKISA-N","755.60559999999998","2.121","ESI pos"
"2.69_773.65_2.69_795.64","SM d39:1 ","[M+H]+_[M+Na]+","YXSZOBWVQJIWNE-LUJNSPTCSA-N","773.6531_795.6357","2.6909999999999998","ESI pos"
"2.47_771.64","SM d39:2 Isomer B ","[M+H]+","VSRBUFVNVHHRJF-XVBXMYMNSA-N","771.63620000000003","2.4660000000000002","ESI pos"
"2.81_789.68","SM d40:0 Isomer A ","[M+H]+","FONAXCRWZQFJHY-JCGOJSMZSA-N","789.67669999999998","2.8090000000000002","ESI pos"
"2.90_789.68","SM d40:0 Isomer B ","[M+H]+","GBLHWUFOHMAULL-UHFFFAOYSA-N","789.68409999999994","2.895","ESI pos"
"2.81_787.67_2.81_809.65","SM d40:1 ","[M+H]+_[M+Na]+","FJJANLYCZUNFSE-QVMKKYBKSA-N","787.6721_809.6499","2.8094999999999999","ESI pos"
"2.88_845.67","SM d40:1 Isomer B ","[M+Hac-H]-","FJJANLYCZUNFSE-UHFFFAOYSA-N","845.67470000000003","2.8769999999999998","ESI neg"
"2.58_785.65_2.58_807.63","SM d40:2 Isomer B ","[M+H]+_[M+Na]+","VBFKEZGCUWHGSK-ADSSWVSQSA-N","785.6543_807.6342","2.5819999999999999","ESI pos"
"2.57_781.62","SM d40:4 ","[M+H]+","LPTFILGGDLXKLI-XUMHSMKBSA-N","781.62009999999998","2.5680000000000001","ESI pos"
"2.93_803.69","SM d41:0 ","[M+H]+","JNBCYYBMDZJSNB-UHFFFAOYSA-N","803.69029999999998","2.9279999999999999","ESI pos"
"2.93_801.69_2.92_823.67","SM d41:1 ","[M+H]+_[M+Na]+","SXZWBNWTCVLZJN-NMIJJABPSA-N","801.6856_823.6664","2.923","ESI pos"
"2.75_857.67","SM d41:2 Isomer A ","[M+Hac-H]- ","JBDGKEXQKCCQFK-JWQIMADESA-N","857.67169999999999","2.7509999999999999","ESI neg"
"2.69_799.67","SM d41:2 Isomer B ","[M+H]+","JBDGKEXQKCCQFK-JWQIMADESA-N","799.66970000000003","2.6920000000000002","ESI pos"
"3.04_817.71_3.04_839.69","SM d42:0 ","[M+H]+_[M+Na]+","SMJLGESYPKPRNU-CRCOQUFZSA-N","817.7081_839.6896","3.04","ESI pos"
"3.10_873.71","SM d42:1 ","[M+Hac-H]- ","QEDPUVGSSDPBMD-XTAIVQBESA-N","873.70630000000006","3.1019999999999999","ESI neg"
"2.86_871.69","SM d42:2 Isomer B ","[M+Hac-H]-","DACOGJMBYLZYDH-GXJPFUDISA-N","871.69090000000006","2.8580000000000001","ESI neg"
"2.58_811.67_2.58_833.65","SM d42:3 ","[M+H]+_[M+Na]+","TXFLWJQVQCDUDZ-BRUGZULGSA-N","811.6691_833.6514","2.577","ESI pos"
"3.21_887.72","SM d43:1 ","[M+Hac-H]-","ULARPQXVRGTQDC-UHFFFAOYSA-N","887.72130000000004","3.2090000000000001","ESI neg"
"3.15_829.72","SM d43:1 Isomer B ","[M+H]+","LXMARZYBSFYVSY-KUQVZNNZSA-N","829.71619999999996","3.15","ESI pos"
"3.26_843.73","SM d44:1 ","[M+H]+","LLVAOJYISMLSAW-MEIHLTSWSA-N","843.73050000000001","3.26","ESI pos"
"3.08_899.72","SM d44:2 ","[M+Hac-H]-","YXEXWUZHFGYOHJ-UOJCCMJYSA-N","899.72230000000002","3.085","ESI neg"
"3.03_841.72_3.02_863.70","SM d44:2 isomer A ","[M+H]+_[M+Na]+","YXEXWUZHFGYOHJ-UOJCCMJYSA-N","841.7157_863.6972","3.0255000000000001","ESI pos"
"2.88_897.71","SM d44:3 ","[M+Hac-H]-","BEKSPMFXMXQNCT-BVJXSWLFSA-N","897.70849999999996","2.875","ESI neg"
"1.64_400.41","SPB 25:0;2O ","[M+H]+","QXSJLYUTPJUIBV-UHFFFAOYSA-N","400.41460000000001","1.635","ESI pos"
"1.75_414.43","SPB 26:0;2O ","[M+H]+","HIEGLQBXJKXOLA-UHFFFAOYSA-N","414.43020000000001","1.746","ESI pos"
"3.19_708.61","TG 10:0_12:0_18:2 ","[M+NH4]+","GXRODSBSDBCXSO-YJMJMZFLSA-N","708.61180000000002","3.1890000000000001","ESI pos"
"3.90_808.74","TG 14:0_16:0_17:1 ","[M+NH4]+","PGYNJJCWPCAGLG-BDUYNUQCSA-N","808.73900000000003","3.9","ESI pos"
"4.24_906.84","TG 16:0_18:1_20:0 ","[M+NH4]+","YWKYRFUPKVVPAH-UHFFFAOYSA-N","906.83900000000006","4.2380000000000004","ESI pos"
"2.58_600.52","TG 22:0 ","[M+NH4]+","OYJUWYHFGMRWBN-UHFFFAOYSA-N","600.51869999999997","2.5819999999999999","ESI pos"
"2.10_544.46","TG 28:0 ","[M+NH4]+","KHOXIGZKRZJQTF-UHFFFAOYSA-N","544.45740000000001","2.1030000000000002","ESI pos"
"2.82_628.55","TG 34:0 ","[M+NH4]+","RJHHICMBDSUIHF-UHFFFAOYSA-N","628.55179999999996","2.8239999999999998","ESI pos"
"3.04_656.58","TG 36:0 ","[M+NH4]+","VMPHSYLJUKZBJJ-UHFFFAOYSA-N","656.58159999999998","3.0390000000000001","ESI pos"
"3.25_684.61","TG 38:0 ","[M+NH4]+","SMUUMIRCIBXLGI-UHFFFAOYSA-N","684.61300000000006","3.2530000000000001","ESI pos"
"3.46_712.64","TG 40:0 ","[M+NH4]+","XTHFMIVZMLNNFC-RRHRGVEJSA-N","712.64430000000004","3.4590000000000001","ESI pos"
"3.30_710.63","TG 40:1 ","[M+NH4]+","GKTDXHXZBFIZJU-OIJJMQLXSA-N","710.6277","3.302","ESI pos"
"3.65_745.64_3.64_740.68","TG 42:0 ","[M+Na]+_[M+NH4]+","DUXYWXYOBMKGIN-UHFFFAOYSA-N","745.6393_740.6751","3.6444999999999999","ESI pos"
"3.47_738.66","TG 42:1 ","[M+NH4]+","PMWOTNASJLOLJE-BNQAGZCGSA-N","738.66049999999996","3.4729999999999999","ESI pos"
"3.28_736.65","TG 42:2 ","[M+NH4]+","IDWYMMYRNPSLDA-NNBKTNTFSA-N","736.64700000000005","3.2770000000000001","ESI pos"
"3.71_754.69","TG 43:0 ","[M+NH4]+","BIVVSKATUZHURG-UHFFFAOYSA-N","754.69159999999999","3.706","ESI pos"
"3.85_768.71","TG 44:0 ","[M+NH4]+","UXWDTZNNQVHGSG-UHFFFAOYSA-N","768.70529999999997","3.8479999999999999","ESI pos"
"3.65_771.65_3.65_766.69","TG 44:1 ","[M+Na]+_[M+NH4]+","OUKDNADVOQVFAR-NBTXLFQMSA-N","771.6461_766.6907","3.6524999999999999","ESI pos"
"3.51_764.68","TG 44:2 ","[M+NH4]+","LJXSUVSRRMQRRA-WHTYERKGSA-N","764.67639999999994","3.51","ESI pos"
"3.88_782.72","TG 45:0 ","[M+NH4]+","RIBSYLFDZQICKH-UHFFFAOYSA-N","782.72140000000002","3.8839999999999999","ESI pos"
"3.74_780.71","TG 45:1 ","[M+NH4]+","HUPAFPZFSCXOMQ-VZCXRCSSSA-N","780.70809999999994","3.738","ESI pos"
"3.96_796.74","TG 46:0 ","[M+NH4]+","JWVXCFSNEOMSHH-UHFFFAOYSA-N","796.73879999999997","3.9649999999999999","ESI pos"
"3.82_794.72","TG 46:1 ","[M+NH4]+","RSDIQTNCDWUNDP-VHXPQNKSSA-N","794.72370000000001","3.819","ESI pos"
"3.71_792.71","TG 46:2 ","[M+NH4]+","XUEMVUXNOCIHLG-MOFPORNTSA-N","792.70640000000003","3.7050000000000001","ESI pos"
"4.04_810.75","TG 47:0|TG 14:0_16:0_17:0","[M+NH4]+","LVVDEVHUTIMHAK-UHFFFAOYSA-N","810.75429999999994","4.0350000000000001","ESI pos"
"3.76_806.72","TG 47:2 ","[M+NH4]+","IQJXUVXBOJLBGI-ZJMBEJSASA-N","806.72239999999999","3.76","ESI pos"
"3.62_804.71","TG 47:3 Isomer B ","[M+NH4]+","RSOCCAXBUJEZFM-AAPVPQQHSA-N","804.70640000000003","3.6230000000000002","ESI pos"
"4.11_829.72_4.11_824.77","TG 48:0 ","[M+Na]+_[M+NH4]+","PVNIQBQSYATKKL-UHFFFAOYSA-N","829.7236_824.7696","4.1114999999999995","ESI pos"
"3.97_827.71_3.97_822.75","TG 48:1 ","[M+Na]+_[M+NH4]+","FEKLSEFRUGWUOS-DLOIZKPKSA-N","827.7099_822.7543","3.9699999999999998","ESI pos"
"3.83_825.69_3.84_820.74","TG 48:2 ","[M+Na]+_[M+NH4]+","RUOVJPPUXXFZPC-YZEIBMOJSA-N","825.6928_820.7393","3.8334999999999999","ESI pos"
"3.67_818.72","TG 48:3 ","[M+NH4]+","SKGWNZXOCSYJQL-BUTYCLJRSA-N","818.72400000000005","3.6739999999999999","ESI pos"
"4.17_838.79","TG 49:0 ","[M+NH4]+","TTWJTJMWHOYBPQ-ANFMRNGASA-N","838.78639999999996","4.1689999999999996","ESI pos"
"4.04_836.77","TG 49:1 ","[M+NH4]+","VYYGQDOPVVYUKW-UKFBYESTSA-N","836.76990000000001","4.0430000000000001","ESI pos"
"3.90_839.71_3.91_834.75","TG 49:2 ","[M+Na]+_[M+NH4]+","QZYSUBAQYSVFNX-PSMULLBHSA-N","839.7112_834.7547","3.9045000000000001","ESI pos"
"3.78_832.74","TG 49:3 ","[M+NH4]+","DIGMYZZFQSIQBD-PNLKURBTSA-N","832.73850000000004","3.7770000000000001","ESI pos"
"4.25_857.76_4.25_852.80","TG 50:0 ","[M+Na]+_[M+NH4]+","MARPCPMDFOPPJX-UHFFFAOYSA-N","857.7555_852.803","4.2454999999999998","ESI pos"
"4.11_871.71_4.11_855.74_4.11_850.79","TG 50:1 ","[M+K]+_[M+Na]+_[M+NH4]+","YHMDGPZOSGBQRH-YYSBDVFPSA-N","871.715_855.74_850.7869","4.1103333333333332","ESI pos"
"3.98_869.70_3.98_853.73_3.97_848.77","TG 50:2 ","[M+K]+_[M+Na]+_[M+NH4]+","QEZWFCZNHWUARW-XQCAQTCHSA-N","869.7007_853.7268_848.7725","3.9769999999999999","ESI pos"
"3.83_851.71_3.83_846.75","TG 50:3 Isomer A ","[M+Na]+_[M+NH4]+","UFHNZOACKFBCOM-YXKNDSBASA-N","851.7085_846.7548","3.8330000000000002","ESI pos"
"3.69_844.74","TG 50:4 ","[M+NH4]+","PVMBAGXWHHZKFP-JMPJWMFJSA-N","844.73760000000004","3.6859999999999999","ESI pos"
"4.31_866.82","TG 51:0 ","[M+NH4]+","YVLSJEQNDDKMQI-UHFFFAOYSA-N","866.81790000000001","4.3129999999999997","ESI pos"
"4.17_864.80","TG 51:1 Isomer B ","[M+NH4]+","OZAXLAGNPZMZAD-BOEMPQCLSA-N","864.80070000000001","4.1719999999999997","ESI pos"
"4.04_862.79","TG 51:2 Isomer A ","[M+NH4]+","NSNSZGBCOIKUBU-SZOKBDNISA-N","862.78579999999999","4.0439999999999996","ESI pos"
"3.91_860.77","TG 51:3 ","[M+NH4]+","ISSGPXMQOMAFMJ-DMGKHJLRSA-N","860.77030000000002","3.9119999999999999","ESI pos"
"3.77_858.75","TG 51:4 ","[M+NH4]+","IIRQXNVLAXQEKB-KBEZCZBDSA-N","858.75379999999996","3.7730000000000001","ESI pos"
"4.37_885.79_4.37_880.83","TG 52:0 ","[M+Na]+_[M+NH4]+","SDNYRTVJOFMYIW-OIVUAWODSA-N","885.7864_880.8322","4.3725000000000005","ESI pos"
"4.25_899.74_4.24_883.77_4.24_878.82","TG 52:1 ","[M+K]+_[M+Na]+_[M+NH4]+","NPCZZYKITFKRQZ-RFBIWTDZSA-N","899.7441_883.7727_878.8188","4.2429999999999994","ESI pos"
"4.11_897.73_4.11_881.76_4.11_876.80","TG 52:2 ","[M+K]+_[M+Na]+_[M+NH4]+","TXMWKTABZBAJCW-QLHBUVOUSA-N","897.7297_881.7561_876.8039","4.1066666666666665","ESI pos"
"3.98_895.72_3.98_879.74_3.98_874.79","TG 52:3 ","[M+K]+_[M+Na]+_[M+NH4]+","DQXQIWIQYYEGLG-MMWLGPPDSA-N","895.7158_879.7416_874.789","3.9809999999999999","ESI pos"
"3.85_893.70_3.85_877.73_3.85_872.77","TG 52:4 ","[M+K]+_[M+Na]+_[M+NH4]+","WHSWXEYWNPTUPW-HNJDVRDNSA-N","893.6986_877.7267_872.7723","3.847","ESI pos"
"3.20_904.76","TG 52:4;O2|TG 16:0_18:1_18:3;O2","[M+NH4]+","GYTIAZWYWATMNI-UHFFFAOYSA-N","904.76070000000004","3.1970000000000001","ESI pos"
"3.71_875.71_3.71_870.75","TG 52:5 ","[M+Na]+_[M+NH4]+","CQZAAIKPSLHIBC-KDJOUNIJSA-N","875.71_870.754","3.7115","ESI pos"
"4.17_890.82","TG 53:2 ","[M+NH4]+","RSINITWKVQRWSZ-RFVLVDBCSA-N","890.81759999999997","4.1710000000000003","ESI pos"
"4.05_888.80","TG 53:3 ","[M+NH4]+","ZNQBEJJYVJSZLM-LEDQTTRKSA-N","888.80240000000003","4.048","ESI pos"
"3.92_886.79","TG 53:4 ","[M+NH4]+","BMSDHYZLQWTKSQ-LSJAAEOESA-N","886.78679999999997","3.9159999999999999","ESI pos"
"4.44_908.86","TG 54:0 ","[M+NH4]+","KKBWDSMULWDHME-UHFFFAOYSA-N","908.86479999999995","4.4409999999999998","ESI pos"
"4.37_911.80_4.37_906.85","TG 54:1 ","[M+Na]+_[M+NH4]+","YFFIQXNTTVSKJC-NZEOUKRFSA-N","911.8033_906.8485","4.3689999999999998","ESI pos"
"4.24_925.76_4.24_909.79_4.24_904.83","TG 54:2 ","[M+K]+_[M+Na]+_[M+NH4]+","WUUWGORPQFKFQN-XDVOZUNOSA-N","925.7607_909.7881_904.8334","4.2393333333333336","ESI pos"
"4.11_923.74_4.11_907.77_4.11_902.82","TG 54:3 ","[M+K]+_[M+Na]+_[M+NH4]+","PHYFQTYBJUILEZ-IUPFWZBJSA-N","923.7445_907.7733_902.8198","4.1083333333333334","ESI pos"
"3.99_921.73_3.98_905.76_3.98_900.80","TG 54:4 ","[M+K]+_[M+Na]+_[M+NH4]+","BRLGHZXETDWABO-NOFIOOQLSA-N","921.7283_905.7576_900.804","3.9843333333333333","ESI pos"
"3.85_903.74_3.85_898.79","TG 54:5 Isomer A ","[M+Na]+_[M+NH4]+","OEJXMJPFOHYSIU-GRLFFVHSSA-N","903.7424_898.7876","3.8520000000000003","ESI pos"
"3.71_901.73_3.71_896.77","TG 54:6 Isomer A ","[M+Na]+_[M+NH4]+","HBOQXIRUPVQLKX-BBWANDEASA-N","901.7255_896.7711","3.7095000000000002","ESI pos"
"3.79_896.77","TG 54:6 Isomer B ","[M+NH4]+","HBOQXIRUPVQLKX-BBWANDEASA-N","896.77030000000002","3.7919999999999998","ESI pos"
"3.57_894.76","TG 54:7 Isomer A ","[M+NH4]+",NA,"894.7559","3.5680000000000001","ESI pos"
"4.18_916.83","TG 55:3 ","[M+NH4]+",NA,"916.83199999999999","4.1829999999999998","ESI pos"
"4.05_914.82","TG 55:4 ","[M+NH4]+","JNBIJLFMSZHQLU-IGGPMUHHSA-N","914.81730000000005","4.05","ESI pos"
"4.44_934.88","TG 56:1 ","[M+NH4]+","OCYFAHIHWCVZKS-FHSLLVMSSA-N","934.87869999999998","4.4409999999999998","ESI pos"
"4.37_932.86","TG 56:2 Isomer B ","[M+NH4]+","PDEQUPGHMOMBFC-FYEHETCMSA-N","932.86270000000002","4.3659999999999997","ESI pos"
"4.23_930.85","TG 56:3 ","[M+NH4]+","QXMHHXQBBKDSSL-BAQZNRHJSA-N","930.84860000000003","4.234","ESI pos"
"4.11_928.83","TG 56:4 ","[M+NH4]+","YONCDTJKIZDSKQ-IYASBODOSA-N","928.83119999999997","4.1120000000000001","ESI pos"
"3.92_924.80","TG 56:6 ","[M+NH4]+","ZTNDRFCABXFVMY-WJTCTALZSA-N","924.80150000000003","3.9159999999999999","ESI pos"
"3.77_922.78","TG 56:7 Isomer A ","[M+NH4]+","DODZUDCYRVWEOJ-GKZBLMSTSA-N","922.78380000000004","3.7749999999999999","ESI pos"
"3.86_922.79","TG 56:7 Isomer B ","[M+NH4]+","DODZUDCYRVWEOJ-GKZBLMSTSA-N","922.78689999999995","3.8620000000000001","ESI pos"
"3.72_920.77","TG 56:8 Isomer A ","[M+NH4]+","UBGUHMDKBGQUND-VPFWBQFRSA-N","920.77099999999996","3.72","ESI pos"
"4.44_960.90","TG 58:2 ","[M+NH4]+","NFQQJRGJJVQGAV-MEADVOAOSA-N","960.8954","4.4409999999999998","ESI pos"
"4.37_958.88","TG 58:3 ","[M+NH4]+","RFMSTHTUAZETPD-JJPHLYBUSA-N","958.87819999999999","4.3689999999999998","ESI pos"
"4.25_956.86","TG 58:4 ","[M+NH4]+","CCKRHDUCFMOBKX-AAINFQTBSA-N","956.86350000000004","4.2450000000000001","ESI pos"
"3.87_948.80","TG 58:8 ","[M+NH4]+","KWIGMCRWEINBIR-HUPVKWKYSA-N","948.80050000000006","3.867","ESI pos"
"3.73_946.78","TG 58:9 ","[M+NH4]+","RVXFSLZMZOFGEQ-SWIIBWKZSA-N","946.78309999999999","3.726","ESI pos"
"4.50_990.94","TG 60:1 ","[M+NH4]+",NA,"990.94029999999998","4.5","ESI pos"
"4.48_988.93","TG 60:2 ","[M+NH4]+","QPNVLDQSHXVPMG-JMYPUKFOSA-N","988.92660000000001","4.4790000000000001","ESI pos"
"4.44_986.91","TG 60:3 ","[M+NH4]+","IJOXAPFYWITIHW-KUBXGBLDSA-N","986.90930000000003","4.4429999999999996","ESI pos"
"4.44_1044.99","TG 64:2 ","[M+NH4]+",NA,"1044.9878000000001","4.4429999999999996","ESI pos"
"4.50_1042.97","TG 64:3 ","[M+NH4]+",NA,"1042.9707000000001","4.5039999999999996","ESI pos"
"0.23_329.23","trihydroxyoctadec-15-enoic acid ","[M-H]-","DNWUYCUUEGGVPR-CLTKARDFSA-N","329.23340000000002","0.23","ESI neg"
