"","Comp. 1","Comp. 2","Comp. 3","Comp. 4","Comp. 5","Comp. 6","Comp. 7","Comp. 8"
"acylcarnitine 12:1",0.034728,0.33545,0.35805,0.54699,0.52577,0.58768,0.59987,0.59982
"SM d32:1",0.033988,0.39214,0.43049,0.44642,0.4539,0.44602,0.4446,0.44939
"TG 54:6 Isomer A",0.032094,2.1455,1.8907,1.9173,1.8309,1.7927,1.8029,1.7945
"SM 26:0;2O/18:1",0.027144,0.32916,0.27968,0.39246,0.41159,0.40541,0.40758,0.41291
"TG 45:0",0.025913,0.22191,0.19498,0.21818,0.26872,0.37406,0.37167,0.39262
"PC 30:0",0.025591,0.44759,0.38012,0.38667,0.47821,0.4907,0.49014,0.48854
"PC 36:3 Isomer B",0.025261,0.35666,0.49187,0.50339,0.48219,0.4733,0.4727,0.47324
"Cer d40:1",0.025247,0.31253,0.63531,0.61389,0.65226,0.65111,0.64479,0.64196
"TG 56:8 Isomer A",0.021827,2.0869,1.9246,1.9234,1.8376,1.8026,1.8142,1.8075
"LPI 18:0",0.020006,0.7094,0.71471,0.68268,0.70269,0.75081,0.74268,0.75123
"PC 38:3",0.019329,0.17689,0.30617,0.29396,0.28071,0.3822,0.38723,0.3997
"FA 22:2 (docosadienoic acid)",0.017661,0.99829,1.1006,1.1845,1.1568,1.1396,1.1276,1.152
"acylcarnitine 20:1",0.017595,0.24155,0.45804,0.45757,0.47426,0.48316,0.57234,0.58413
"PC 38:2",0.014922,0.27526,0.25535,0.39231,0.37594,0.40535,0.40129,0.40115
"TG 40:1",0.012249,0.55354,0.85177,0.80749,0.89186,0.89372,0.88818,0.88374
"PC P-36:1 or PC O-36:2 B",0.011211,0.1895,0.31135,0.51723,0.55338,0.55121,0.55696,0.56341
"acylcarnitine 18:1",0.0071123,0.29591,0.45855,0.54498,0.52414,0.63392,0.67395,0.67144
"LPC 18:0",0.0066401,0.56291,0.8916,0.85101,0.82329,0.84442,0.85261,0.84844
"FA 32:0",0.0044018,0.45092,0.59735,0.59705,0.57031,0.5614,0.56409,0.57037
"TG 14:0_16:0_17:1",0.0039214,0.22887,0.20478,0.20847,0.47419,0.50688,0.50301,0.50284
"SM 34:2;3O",0.0025678,0.80951,0.85356,0.86497,0.93811,0.93585,0.92572,0.92413
