"","Comp. 1","Comp. 2","Comp. 3","Comp. 4","Comp. 5","Comp. 6","Comp. 7","Comp. 8"
"PC 40:5 Isomer A",0.47354,0.31552,0.48537,0.46018,0.47541,0.60431,0.64786,0.67586
"TG 54:7 Isomer A",0.47206,1.109,1.1506,1.1352,1.2398,1.2054,1.1836,1.1761
"Cer 18:1;2O/26:0",0.47094,0.37085,0.33089,0.48925,0.49469,0.56927,0.57896,0.61534
"PC 16:0/9:0 CHO",0.46638,1.4875,1.4655,1.4189,1.3473,1.3199,1.3278,1.3122
"SM 32:0;3O",0.46412,0.3937,0.56676,0.53515,0.57915,0.5707,0.58732,0.62
"TG 54:2",0.46068,0.8663,0.76753,0.91633,1.0928,1.0638,1.0998,1.0863
"C16 Lactosyl Ceramide (d18:1/16:0)",0.45722,1.3242,1.1771,1.116,1.0663,1.0568,1.0701,1.057
"LPC 32:0",0.4505,0.28399,0.40199,0.39353,0.38694,0.41013,0.41319,0.42652
"PI 18:0_20:4",0.44744,0.37407,0.78595,0.77927,0.76618,0.75916,0.83383,0.82435
"SM 44:1;2O",0.44573,0.36809,0.33604,0.35957,0.34444,0.43588,0.51055,0.545
"TG 48:0",0.44459,0.41006,0.45868,0.68536,0.78312,0.76375,0.74968,0.7428
"PE 36:3",0.43975,0.64057,1.0569,1.0302,0.97978,0.95479,0.94318,0.94843
"PC P-34:0 or PC O-34:1",0.43789,0.33061,0.53427,0.5082,0.4898,0.5364,0.53376,0.52718
"PS 18:0_22:6",0.43755,0.2587,0.80987,0.80408,0.76356,0.75178,0.7671,0.75978
"Cer d34:1",0.43614,0.76235,0.70014,0.86073,0.82658,0.88238,0.89332,0.88571
"TG 52:0",0.4319,0.35535,0.37066,0.57439,0.59096,0.60069,0.60862,0.61592
"PEtOH 18:1_20:4",0.42527,0.26916,0.25998,0.34771,1.2458,1.3716,1.4557,1.4965
"PC 34:1",0.41886,1.0747,0.9556,0.93171,0.89715,0.87326,0.86759,0.86962
"TG 54:6 Isomer B",0.41749,0.89641,0.92679,0.88608,0.93299,0.9124,0.89914,0.90282
"TG 56:7 Isomer A",0.41505,0.29811,0.34816,0.5249,0.58742,0.70864,0.69517,0.70021
"PC 24:0",0.41496,0.69516,0.78788,0.99658,1.0091,0.99749,0.98289,0.97085
"TG 46:0",0.41337,0.62679,0.563,0.66814,0.65104,0.63457,0.62662,0.6321
"SM 35:1;2O",0.41252,0.26725,0.98268,1.0145,1.0755,1.0593,1.0402,1.0275
"TG 52:3",0.39496,1.0777,1.0166,0.9976,1.3065,1.2946,1.2847,1.2724
"TG 44:2",0.38526,1.9122,1.7424,1.6486,1.5783,1.5368,1.5092,1.4982
"PC 30:0",0.38244,0.27303,0.32998,0.30989,0.32133,0.40544,0.43051,0.42722
"Cer d38:1",0.3755,0.83532,0.84997,0.79866,0.78766,0.78886,0.86368,0.87952
"SM 16:1;2O/16:0",0.37318,0.50271,0.4461,0.42975,0.49147,0.47821,0.47045,0.47343
"PC P-34:1 or PC O-34:2 Isomer A",0.36871,0.41539,0.58908,0.58152,0.60817,0.60178,0.60646,0.64505
"SM 12:1;2O/32:8",0.35824,0.39585,0.3533,0.38569,0.36622,0.36128,0.36708,0.47782
"PC 32:2",0.35685,0.39476,0.66409,0.62982,0.60278,0.61941,0.60778,0.60816
"PA 18:1_18:1",0.35517,0.33904,0.35156,0.33021,0.36193,0.35282,0.34596,0.34211
"PC 16:0_22:6",0.35504,0.80233,0.80089,0.77506,0.84814,0.83712,0.8585,0.84795
"SM d38:3",0.35488,0.69172,0.65738,0.62556,0.59734,0.61649,0.63149,0.63449
"LPE O-18:1",0.35293,0.31004,0.36517,0.69588,0.68021,0.75171,0.77008,0.76214
"LPC 20:0",0.34987,0.49768,0.90827,0.8895,0.91145,0.9233,0.90531,0.8994
"PE 38:4",0.34893,0.53195,1.5223,1.4305,1.3614,1.3337,1.3078,1.2924
"acylcarnitine 16:0",0.34783,1.5743,1.4049,1.322,1.2578,1.3296,1.3039,1.2928
"GlcCer d41:1",0.34368,0.35415,0.33385,0.39764,0.48126,0.51452,0.50522,0.50296
"TG 42:2",0.34052,1.01,0.96407,0.93246,0.88607,0.86812,0.92057,1.0418
"acylcarnitine 08:0",0.33785,1.3805,1.2226,1.1667,1.1153,1.1237,1.1391,1.126
"TG 40:0",0.3298,1.6997,1.6193,1.5224,1.449,1.439,1.4109,1.3948
"PC P-40:5 or PC O-40:6",0.31825,1.0798,1.0033,0.95055,0.9049,0.89657,0.88705,0.88563
"PE O-16:1_18:1",0.31645,0.93964,1.1345,1.0817,1.0318,1.0121,0.99621,0.98523
"FA 15:1",0.31441,1.3067,1.1613,1.1123,1.066,1.059,1.0878,1.0985
"LPC 20:5",0.31352,0.25636,0.49352,0.67271,0.64343,0.62943,0.71333,0.73918
"acylcarnitine 18:0 Isomer A",0.31193,0.89707,0.79833,0.74975,0.72334,0.97185,0.95419,0.94381
"TG 50:2",0.30996,0.80659,0.72687,0.78956,1.0761,1.0496,1.0406,1.0415
"CE 18:1",0.30921,0.23896,0.35763,0.68975,0.65501,0.66995,0.65686,0.65372
"TG 54:1",0.30811,0.44701,0.42538,0.56569,0.66083,0.68544,0.71423,0.72655
"SM 42:1;3O",0.30593,0.86964,0.78858,0.75514,0.74574,0.73656,0.73778,0.72872
"PEtOH 36:1",0.30396,0.29226,0.43616,0.85526,0.9437,0.94533,0.9742,1.1854
"PI 36:4",0.2979,0.75969,1.4523,1.4431,1.382,1.3451,1.3949,1.3777
"SM 30:2;2O (FA 14:0)",0.29098,0.66334,0.60402,0.57213,0.6326,0.6311,0.64093,0.63406
"LPC 18:2",0.28833,0.3858,0.73248,0.71171,0.79288,0.77079,0.80946,0.82155
"PEtOH 16:0_18:1",0.28497,0.20105,0.30024,1.0081,1.2505,1.2517,1.262,1.4491
"PC O-18:0_16:0",0.27802,0.16536,0.21198,0.20815,0.2573,0.4674,0.46628,0.46182
"Cer d44:1",0.27461,1.0104,0.89656,0.8433,0.81108,0.79527,0.79074,0.78139
"PFAP-FT_diPAP",0.27429,1.3229,2.2307,2.7037,2.6677,2.8349,2.7819,2.7509
"PS 16:0_22:4",0.26991,0.94317,1.6004,1.5082,1.4355,1.4164,1.3945,1.3777
"acylcarnitine 18:2 Isomer A",0.26853,1.287,1.1408,1.1319,1.0747,1.045,1.0337,1.0223
"TG 44:0",0.26606,1.126,1.0236,1.102,1.0489,1.0237,1.0067,1.006
"TG 48:3",0.26494,0.85132,0.83822,0.9057,0.85996,0.9589,0.94775,0.96783
"TG 56:7 Isomer B",0.25873,0.1647,0.2097,0.31935,0.8654,0.86342,0.88943,0.88531
"TG 50:3 Isomer A",0.25382,0.44534,0.54663,0.65909,0.91641,0.94155,0.9437,0.93558
"TG 52:2",0.24987,1.2243,1.0958,1.0704,1.418,1.3826,1.3629,1.355
"TG 38:0",0.24886,1.1715,1.3958,1.3644,1.3363,1.3158,1.2909,1.2824
"LNAPE 18:2/N-20:0",0.24734,0.14864,0.1665,0.31822,0.30371,0.30439,0.32295,0.33398
"LPC 18:1",0.24636,1.6964,1.612,1.5145,1.5661,1.5225,1.5046,1.4885
"Cer d39:1",0.24495,0.23072,0.33254,0.31242,0.36399,0.3907,0.49422,0.53071
"PE P-38:5 or PE O-38:6",0.23981,0.35818,1.4,1.3497,1.2828,1.2494,1.2304,1.2294
"SM 42:2;3O",0.23934,0.19922,0.28989,0.27487,0.26153,0.47815,0.51847,0.51643
"TG 48:1",0.23609,0.24661,0.24378,0.53004,0.70929,0.69073,0.6815,0.705
"PEtOH 16:1_18:1",0.23079,0.20039,0.18309,0.74917,1.3285,1.517,1.5993,1.6659
"PC 35:2",0.22983,0.9879,1.0752,1.0105,0.95975,0.93386,0.91996,0.90863
"LPE 18:0",0.22948,0.37381,0.3739,0.6086,0.58029,0.69325,0.68512,0.68424
"PI 34:2 Isomer B",0.22848,0.13568,0.11996,0.16209,0.21739,0.44078,0.44811,0.44517
"PC 16:0_glutaric acid",0.22825,1.0992,1.1955,1.2061,1.1457,1.1259,1.1538,1.1425
"PC 33:1",0.22507,1.0523,0.93476,0.97045,0.92879,0.90298,0.88539,0.87605
"SM 22:1;2O/12:0",0.22385,0.29213,0.29232,0.28317,0.26894,0.44953,0.45911,0.4569
"Cer 18:0;3O/16:0;(2OH)",0.22259,0.9157,0.81638,0.7708,0.73436,0.76532,0.75829,0.76948
"MGDG 16:0_20:5",0.20987,0.7912,0.71562,0.69791,0.7899,0.8407,0.83812,0.84025
"TG 52:1",0.2071,0.33927,0.35418,0.55861,0.96849,0.97744,0.98438,0.9743
"PE O-16:1_22:6",0.20106,1.3723,1.2637,1.2903,1.2738,1.2385,1.2165,1.2065
"PI 34:2",0.19522,0.49943,0.45264,0.42676,0.51729,0.50705,0.56614,0.56597
"PC 38:5 Isomer A",0.19414,0.49948,0.74451,0.6992,0.66569,0.70876,0.78801,0.78314
"PE 38:5",0.18364,0.1858,1.5434,1.4526,1.4358,1.426,1.4,1.3839
"MG 20:4",0.18036,0.62019,1.5835,1.5008,1.4323,1.396,1.3895,1.3891
"PS 36:1",0.17647,0.56349,0.70421,0.67872,0.64668,0.62989,0.66572,0.66952
"Cer 58:11;2O",0.17633,0.14649,0.26852,0.34356,0.79773,0.77582,0.77304,0.76926
"Cer d42:3",0.17564,1.0154,0.90788,0.87128,0.82728,0.83191,0.82685,0.8188
"SM d44:2",0.17267,0.53201,0.47024,0.45138,0.43783,0.45298,0.48077,0.48909
"TG 45:1",0.16895,1.3165,1.1827,1.1187,1.0624,1.0377,1.0228,1.0154
"TG 48:2",0.16283,0.59433,0.66998,0.78673,0.80739,0.79841,0.78836,0.81901
"SM d40:4",0.16243,0.1807,0.20548,0.1931,0.2005,0.32268,0.31768,0.3189
"PC 32:1",0.16178,1.4644,1.3054,1.2969,1.232,1.1979,1.1748,1.1661
"TG 47:2",0.14973,1.5655,1.3917,1.3387,1.2868,1.2545,1.2378,1.2229
"Cer d41:1",0.14902,0.62824,0.55543,0.58086,0.57597,0.56432,0.68765,0.68502
"TG 58:8",0.14634,0.093815,0.23996,0.43228,0.6218,0.76169,0.75378,0.7964
"PC 38:4 Isomer B",0.14242,0.15124,0.80881,0.79731,0.75704,0.74157,0.7939,0.80538
"LPC O-20:1",0.14059,0.88885,1.0771,1.0412,1.0317,1.0032,0.99731,0.99193
"TG 40:1",0.14052,0.21907,0.44567,0.42364,0.41718,0.40712,0.41849,0.41666
"PI 34:1 Isomer A",0.14032,1.1557,1.1092,1.1223,1.0754,1.0617,1.0437,1.0312
"PC P-42:5 or PC O-42:6 Isomer A",0.13877,0.99935,0.88704,0.83546,0.81315,0.81585,0.80227,0.79488
"Cer d32:1",0.1325,0.16728,0.20036,0.50309,0.47955,0.54814,0.58901,0.58702
"TG 50:4",0.12979,0.29158,0.52685,0.57131,0.7386,0.93056,0.92665,0.91736
"PI 32:1",0.12943,0.76381,0.76388,0.72909,0.7839,0.76399,0.76139,0.7651
"LPC 18:0",0.12159,1.4737,1.4982,1.4103,1.4201,1.3849,1.3652,1.3536
"PC 16:0_5-oxovaleryl",0.11309,0.97219,0.97791,1.075,1.0243,1.0063,1.0469,1.04
"cis-13-docosenoic acid",0.11093,0.95421,1.027,0.96458,0.9231,0.96466,1.016,1.0564
"PE O-18:1_22:6",0.10857,1.0985,1.1113,1.0445,0.99701,0.96987,0.95369,0.99856
"PC P-44:4 or PC O-44:5",0.10795,0.15593,0.13924,0.14391,0.22771,0.25766,0.39141,0.3901
"PC 34:2",0.10404,0.45252,0.63113,0.593,0.65753,0.64274,0.63118,0.62344
"PC 34:3 Isomer B",0.093056,1.3753,1.2255,1.151,1.0941,1.1281,1.1064,1.0944
"PS 40:4",0.09229,0.46765,1.042,0.98126,0.94173,0.94244,0.92404,0.92202
"PC 14:0_16:1",0.091232,0.61941,0.54781,0.70483,0.85722,0.83442,0.83061,0.83033
"Cer d36:1",0.090063,0.80005,0.77981,0.75247,0.71672,0.75196,0.82542,0.82766
"TG 50:0",0.086752,0.051286,0.13283,0.62973,0.72296,0.71861,0.72584,0.73234
"PEtOH 18:1_18:1",0.084533,0.062051,0.13867,0.66244,1.1139,1.207,1.238,1.3555
"SM 42:0;3O",0.076677,0.20391,0.4207,0.40108,0.45816,0.4643,0.54579,0.55052
"SM 34:2;3O",0.067977,0.23356,0.61427,0.63694,0.74508,0.72568,0.74941,0.76982
"FA 20:4 (arachidonic acid)",0.067705,1.2765,1.1678,1.6825,1.603,1.5583,1.5307,1.5124
"SM d43:1",0.067038,0.21936,0.22588,0.34601,0.32853,0.38702,0.44623,0.44318
"PE O-16:1_18:2",0.063075,0.68327,0.80895,0.79687,0.75668,0.75924,0.76683,0.75776
"PC 16:0_azealic acid (PCPAz-PC)",0.06203,1.387,1.3412,1.3173,1.253,1.2245,1.2146,1.206
"PC 35:3",0.061785,0.6896,0.61665,0.58606,0.55681,0.61394,0.60198,0.59457
"cholesterol 3-sulfate",0.060993,0.45401,0.51433,0.49279,0.52681,0.57723,0.56756,0.57645
"PC 16:0_18:2",0.056447,0.38038,0.53842,0.52753,0.66699,0.64856,0.63824,0.63092
"PC 35:4",0.056349,0.15714,0.76985,0.80648,0.76792,0.77146,0.78147,0.77475
"PEtOH 16:0_20:4",0.049812,1.1922,1.1113,1.2113,1.1732,1.1536,1.1324,1.2972
"HexCer 18:1;2O/24:0",0.04956,0.033644,0.2213,0.29745,0.28244,0.27494,0.27004,0.27396
"TG 56:8 Isomer A",0.043207,0.45721,0.6068,0.57151,1.029,1.0163,1.0324,1.0212
"PEtOH 16:1_16:1",0.043041,0.028034,0.09563,0.76985,0.75513,0.76598,0.84428,0.85484
"PC O-40:2 or PC 40:2e",0.042947,0.026163,0.26016,0.33845,0.33992,0.33467,0.33658,0.35564
"TG 46:2",0.037122,1.5855,1.4121,1.339,1.2721,1.2723,1.2521,1.2374
"Cer d40:2",0.032563,0.49805,0.44109,0.4154,0.43079,0.56693,0.62326,0.61991
"TG 50:1",0.029335,0.83921,0.74188,0.78285,1.2096,1.1764,1.1685,1.1588
"Cer d34:2 Isomer B",0.026448,0.10659,0.20233,0.60618,0.60185,0.59175,0.69352,0.68497
"SM d38:0 Isomer B",0.025557,0.5873,0.62695,0.58928,0.57729,0.76892,0.75462,0.75615
"Cer d33:1",0.01755,0.59938,0.54653,0.68924,0.65589,0.66631,0.67161,0.66333
"PC P-42:2 or PC O-42:3",0.016224,0.08176,0.36526,0.35216,0.55996,0.55585,0.5451,0.56079
"GlcCer d34:1",0.015246,1.1629,1.0817,1.0303,1.0058,0.99239,0.98351,0.97289
"TG 42:0",0.0092316,1.0488,0.92709,1.0596,1.0901,1.0965,1.0963,1.084
"SM 46:5;3O",0.005127,0.14206,0.12557,0.13438,0.27227,0.26469,0.35117,0.35131
